,value,location,sample date,measure
107508,"11,9",Boonsri,13-Dec-12,Dissolved oxygen
107509,"93,72",Boonsri,13-Dec-12,Oxygen saturation
107510,"4,61",Boonsri,13-Dec-12,Total hardness
107511,"165,31",Boonsri,13-Dec-12,Bicarbonates
107512,219,Boonsri,13-Dec-12,Total dissolved salts
107513,"0,085",Boonsri,13-Dec-12,Ammonium
107514,0,Boonsri,13-Dec-12,Nitrites
107515,"0,892",Boonsri,13-Dec-12,Nitrates
107516,"0,032",Boonsri,13-Dec-12,Orthophosphate-phosphorus
107517,"0,1",Boonsri,13-Dec-12,Total phosphorus
107518,18,Boonsri,13-Dec-12,Sodium
107519,3,Boonsri,13-Dec-12,Potassium
107520,"56,67",Boonsri,13-Dec-12,Calcium
107521,"21,34",Boonsri,13-Dec-12,Magnesium
107522,"13,89",Boonsri,13-Dec-12,Chlorides
107523,"20,53",Boonsri,13-Dec-12,Sulphates
107524,"0,57",Boonsri,13-Dec-12,Iron
107525,0,Boonsri,13-Dec-12,Manganese
107526,0,Boonsri,13-Dec-12,Manganese
107527,"25,3",Boonsri,13-Dec-12,Zinc
107528,"2,686",Boonsri,13-Dec-12,Copper
107529,"1,59",Boonsri,13-Dec-12,Chromium
107530,0,Boonsri,13-Dec-12,Lead
107531,0,Boonsri,13-Dec-12,Cadmium
107532,"0,057",Boonsri,13-Dec-12,Mercury
107533,0,Boonsri,13-Dec-12,Nickel
107534,0,Boonsri,13-Dec-12,Arsenic
107535,7,Boonsri,13-Dec-12,Total coliforms
107536,"0,4",Boonsri,13-Dec-12,Fecal coliforms
107537,"0,034",Boonsri,13-Dec-12,Fecal streptococci 
107538,3,Decha,15-Dec-12,Water temperature
107539,"12,63",Decha,15-Dec-12,Dissolved oxygen
107540,258,Decha,15-Dec-12,Total dissolved salts
107541,"0,171",Decha,15-Dec-12,Ammonium
107542,"0,013",Decha,15-Dec-12,Nitrites
107543,"0,716",Decha,15-Dec-12,Nitrates
107544,"4,48",Decha,15-Dec-12,Total nitrogen
107545,"0,034",Decha,15-Dec-12,Orthophosphate-phosphorus
107546,"0,137",Decha,15-Dec-12,Total phosphorus
107547,"42,85",Decha,15-Dec-12,Calcium
107548,"9,14",Decha,15-Dec-12,Magnesium
107549,"19,35",Decha,15-Dec-12,Chlorides
107550,"41,19",Decha,15-Dec-12,Sulphates
107551,"1,54",Decha,15-Dec-12,Cyanides
107552,"0,3923",Decha,15-Dec-12,Iron
107553,"0,1772",Decha,15-Dec-12,Manganese
107554,"0,1232",Decha,15-Dec-12,Manganese
107555,"188,9",Decha,15-Dec-12,Zinc
107556,"9,49",Decha,15-Dec-12,Copper
107557,17,Decha,15-Dec-12,Chromium
107558,"11,2",Decha,15-Dec-12,Lead
107559,"0,57",Decha,15-Dec-12,Cadmium
107560,"4,2",Decha,15-Dec-12,Nickel
107561,"2,59",Decha,15-Dec-12,Biochemical Oxygen
107562,"25,76",Decha,15-Dec-12,Chemical Oxygen Demand (Cr)
107563,"9,143",Decha,15-Dec-12,Chemical Oxygen Demand (Mn)
107564,0,Decha,15-Dec-12,Anionic active surfactants
107565,0,Decha,15-Dec-12,Atrazine
107566,"0,0025",Decha,15-Dec-12,"p,p-DDT"
107567,0,Decha,15-Dec-12,gamma-Hexachlorocyclohexane
107568,"4,5",Kohsoom,15-Dec-12,Water temperature
107569,"10,66",Kohsoom,15-Dec-12,Dissolved oxygen
107570,"85,1",Kohsoom,15-Dec-12,Oxygen saturation
107571,"4,1",Kohsoom,15-Dec-12,Total hardness
107572,"203,9",Kohsoom,15-Dec-12,Bicarbonates
107573,290,Kohsoom,15-Dec-12,Total dissolved salts
107574,"0,325",Kohsoom,15-Dec-12,Ammonium
107575,"0,042",Kohsoom,15-Dec-12,Nitrites
107576,"1,695",Kohsoom,15-Dec-12,Nitrates
107577,"3,29",Kohsoom,15-Dec-12,Total nitrogen
107578,"0,092",Kohsoom,15-Dec-12,Orthophosphate-phosphorus
107579,"0,128",Kohsoom,15-Dec-12,Total phosphorus
107580,"23,8",Kohsoom,15-Dec-12,Sodium
107581,"4,8",Kohsoom,15-Dec-12,Potassium
107582,"61,68",Kohsoom,15-Dec-12,Calcium
107583,"12,34",Kohsoom,15-Dec-12,Magnesium
107584,"29,78",Kohsoom,15-Dec-12,Chlorides
107585,"47,83",Kohsoom,15-Dec-12,Sulphates
107586,"0,231",Kohsoom,15-Dec-12,Iron
107587,"0,057",Kohsoom,15-Dec-12,Manganese
107588,"0,038",Kohsoom,15-Dec-12,Manganese
107589,"5,3",Kohsoom,15-Dec-12,Zinc
107590,"2,8",Kohsoom,15-Dec-12,Copper
107591,"1,5",Kohsoom,15-Dec-12,Chromium
107592,"0,92",Kohsoom,15-Dec-12,Lead
107593,0,Kohsoom,15-Dec-12,Cadmium
107594,"0,14",Kohsoom,15-Dec-12,Mercury
107595,"2,7",Kohsoom,15-Dec-12,Nickel
107596,0,Kohsoom,15-Dec-12,Arsenic
107597,"7,2",Kohsoom,15-Dec-12,Biochemical Oxygen
107598,"21,6",Kohsoom,15-Dec-12,Chemical Oxygen Demand (Cr)
107599,0,Kohsoom,15-Dec-12,Anionic active surfactants
107600,0,Kohsoom,15-Dec-12,Petroleum hydrocarbons
107601,170,Kohsoom,15-Dec-12,Total coliforms
107602,"4,9",Kohsoom,15-Dec-12,Fecal coliforms
107603,"0,49",Kohsoom,15-Dec-12,Fecal streptococci 
107604,5,Chai,27-Dec-12,Water temperature
107605,"11,01",Chai,27-Dec-12,Dissolved oxygen
107606,"0,1002",Chai,27-Dec-12,Ammonium
107607,"0,0155",Chai,27-Dec-12,Nitrites
107608,"19,843",Chai,27-Dec-12,Nitrates
107609,"2,51",Chai,27-Dec-12,Total nitrogen
107610,"0,0831",Chai,27-Dec-12,Orthophosphate-phosphorus
107611,"0,11",Chai,27-Dec-12,Total phosphorus
107612,"1,85",Chai,27-Dec-12,Biochemical Oxygen
107613,5,Chai,27-Dec-12,Water temperature
107614,"11,03",Chai,27-Dec-12,Dissolved oxygen
107615,"0,1212",Chai,27-Dec-12,Ammonium
107616,"0,0161",Chai,27-Dec-12,Nitrites
107617,"17,809",Chai,27-Dec-12,Nitrates
107618,"2,3",Chai,27-Dec-12,Total nitrogen
107619,"0,0906",Chai,27-Dec-12,Orthophosphate-phosphorus
107620,"0,12",Chai,27-Dec-12,Total phosphorus
107621,"1,74",Chai,27-Dec-12,Biochemical Oxygen
107622,5,Chai,27-Dec-12,Water temperature
107623,"11,05",Chai,27-Dec-12,Dissolved oxygen
107624,"0,1243",Chai,27-Dec-12,Ammonium
107625,"0,0164",Chai,27-Dec-12,Nitrites
107626,"19,865",Chai,27-Dec-12,Nitrates
107627,"2,55",Chai,27-Dec-12,Total nitrogen
107628,"0,0857",Chai,27-Dec-12,Orthophosphate-phosphorus
107629,"0,11",Chai,27-Dec-12,Total phosphorus
107630,"1,89",Chai,27-Dec-12,Biochemical Oxygen
107631,1,Somchair,30-Dec-12,Water temperature
107632,"8,54",Somchair,30-Dec-12,Dissolved oxygen
107633,"0,1336",Somchair,30-Dec-12,Ammonium
107634,"0,0271",Somchair,30-Dec-12,Nitrites
107635,"21,131",Somchair,30-Dec-12,Nitrates
107636,"2,72",Somchair,30-Dec-12,Total nitrogen
107637,"0,0284",Somchair,30-Dec-12,Orthophosphate-phosphorus
107638,"0,038",Somchair,30-Dec-12,Total phosphorus
107639,"2,33",Somchair,30-Dec-12,Biochemical Oxygen
107640,1,Busarakhan,30-Dec-12,Water temperature
107641,"9,25",Busarakhan,30-Dec-12,Dissolved oxygen
107642,"0,1127",Busarakhan,30-Dec-12,Ammonium
107643,"0,0334",Busarakhan,30-Dec-12,Nitrites
107644,"17,515",Busarakhan,30-Dec-12,Nitrates
107645,"2,27",Busarakhan,30-Dec-12,Total nitrogen
107646,"0,0329",Busarakhan,30-Dec-12,Orthophosphate-phosphorus
107647,"0,061",Busarakhan,30-Dec-12,Total phosphorus
107648,"2,03",Busarakhan,30-Dec-12,Biochemical Oxygen
107649,1,Somchair,11-Jan-13,Water temperature
107650,"11,21",Somchair,11-Jan-13,Dissolved oxygen
107651,514,Somchair,11-Jan-13,Total dissolved salts
107652,"0,316",Somchair,11-Jan-13,Ammonium
107653,"0,016",Somchair,11-Jan-13,Nitrites
107654,"1,84",Somchair,11-Jan-13,Nitrates
107655,"2,61",Somchair,11-Jan-13,Total nitrogen
107656,"0,067",Somchair,11-Jan-13,Orthophosphate-phosphorus
107657,"0,094",Somchair,11-Jan-13,Total phosphorus
