,value,location,sample date,measure
117280,"27,1",Kannika,10-Jul-14,Water temperature
117281,"7,31",Kannika,10-Jul-14,Dissolved oxygen
117282,"156,46",Kannika,10-Jul-14,Total hardness
117283,"150,06",Kannika,10-Jul-14,Bicarbonates
117284,222,Kannika,10-Jul-14,Total dissolved salts
117285,"0,1131",Kannika,10-Jul-14,Ammonium
117286,"0,04104",Kannika,10-Jul-14,Nitrites
117287,"0,6394",Kannika,10-Jul-14,Nitrates
117288,"0,02282",Kannika,10-Jul-14,Orthophosphate-phosphorus
117289,"0,074",Kannika,10-Jul-14,Total phosphorus
117290,"12,7",Kannika,10-Jul-14,Sodium
117291,"2,3",Kannika,10-Jul-14,Potassium
117292,"43,5",Kannika,10-Jul-14,Calcium
117293,"11,73",Kannika,10-Jul-14,Magnesium
117294,"19,3",Kannika,10-Jul-14,Chlorides
117295,"28,31",Kannika,10-Jul-14,Sulphates
117296,"0,441",Kannika,10-Jul-14,Iron
117297,"0,044",Kannika,10-Jul-14,Manganese
117298,0,Kannika,10-Jul-14,Manganese
117299,"37,5",Kannika,10-Jul-14,Zinc
117300,0,Kannika,10-Jul-14,Mercury
117301,"1,59",Kannika,10-Jul-14,Biochemical Oxygen
117302,"18,78",Kannika,10-Jul-14,Chemical Oxygen Demand (Cr)
117303,"2,24",Kannika,10-Jul-14,Chemical Oxygen Demand (Mn)
117304,0,Kannika,10-Jul-14,Atrazine
117305,0,Kannika,10-Jul-14,"p,p-DDT"
117306,0,Kannika,10-Jul-14,gamma-Hexachlorocyclohexane
117307,27,Kannika,10-Jul-14,Water temperature
117308,"7,42",Kannika,10-Jul-14,Dissolved oxygen
117309,"146,5",Kannika,10-Jul-14,Total hardness
117310,"134,2",Kannika,10-Jul-14,Bicarbonates
117311,"225,6",Kannika,10-Jul-14,Total dissolved salts
117312,"0,10218",Kannika,10-Jul-14,Ammonium
117313,"0,0371",Kannika,10-Jul-14,Nitrites
117314,"0,6093",Kannika,10-Jul-14,Nitrates
117315,"0,02608",Kannika,10-Jul-14,Orthophosphate-phosphorus
117316,"0,07",Kannika,10-Jul-14,Total phosphorus
117317,"12,5",Kannika,10-Jul-14,Sodium
117318,"2,2",Kannika,10-Jul-14,Potassium
117319,"40,28",Kannika,10-Jul-14,Calcium
117320,"11,24",Kannika,10-Jul-14,Magnesium
117321,"17,33",Kannika,10-Jul-14,Chlorides
