,value,location,sample date,measure
102622,"1,5",Sakda,11-Feb-12,Chromium
102623,"1,9",Sakda,11-Feb-12,Lead
102624,0,Sakda,11-Feb-12,Cadmium
102625,"0,058",Sakda,11-Feb-12,Mercury
102626,"1,5",Sakda,11-Feb-12,Nickel
102627,"1,5",Sakda,11-Feb-12,Arsenic
102628,"2,1",Sakda,11-Feb-12,Biochemical Oxygen
102629,"18,72",Sakda,11-Feb-12,Chemical Oxygen Demand (Cr)
102630,"3,16",Sakda,11-Feb-12,Chemical Oxygen Demand (Mn)
102631,12,Sakda,11-Feb-12,Petroleum hydrocarbons
102632,0,Sakda,11-Feb-12,Atrazine
102633,"0,0093",Sakda,11-Feb-12,"p,p-DDT"
102634,0,Sakda,11-Feb-12,gamma-Hexachlorocyclohexane
102635,1,Sakda,11-Feb-12,Water temperature
102636,"11,3",Sakda,11-Feb-12,Dissolved oxygen
102637,"79,29",Sakda,11-Feb-12,Oxygen saturation
102638,294,Sakda,11-Feb-12,Total dissolved salts
102639,"0,1538",Sakda,11-Feb-12,Ammonium
102640,"0,0255",Sakda,11-Feb-12,Nitrites
102641,"17,244",Sakda,11-Feb-12,Nitrates
102642,"2,28",Sakda,11-Feb-12,Total nitrogen
102643,"0,0567",Sakda,11-Feb-12,Orthophosphate-phosphorus
102644,"0,063",Sakda,11-Feb-12,Total phosphorus
102645,"17,8",Sakda,11-Feb-12,Sodium
102646,3,Sakda,11-Feb-12,Potassium
102647,"51,58",Sakda,11-Feb-12,Calcium
102648,"17,02",Sakda,11-Feb-12,Magnesium
102649,"0,025",Sakda,11-Feb-12,Sulfides
102650,"0,22",Sakda,11-Feb-12,Iron
102651,0,Sakda,11-Feb-12,Manganese
102652,0,Sakda,11-Feb-12,Manganese
102653,4,Sakda,11-Feb-12,Zinc
102654,"4,1",Sakda,11-Feb-12,Copper
102655,"1,6",Sakda,11-Feb-12,Chromium
102656,"1,6",Sakda,11-Feb-12,Lead
102657,0,Sakda,11-Feb-12,Cadmium
102658,"0,053",Sakda,11-Feb-12,Mercury
102659,"1,4",Sakda,11-Feb-12,Nickel
102660,"1,5",Sakda,11-Feb-12,Arsenic
102661,"2,1",Sakda,11-Feb-12,Biochemical Oxygen
102662,"18,72",Sakda,11-Feb-12,Chemical Oxygen Demand (Cr)
102663,3,Sakda,11-Feb-12,Chemical Oxygen Demand (Mn)
102664,14,Sakda,11-Feb-12,Petroleum hydrocarbons
102665,0,Sakda,11-Feb-12,Atrazine
102666,0,Sakda,11-Feb-12,"p,p-DDT"
102667,0,Sakda,11-Feb-12,gamma-Hexachlorocyclohexane
102668,1,Sakda,11-Feb-12,Water temperature
102669,"11,1",Sakda,11-Feb-12,Dissolved oxygen
102670,"77,89",Sakda,11-Feb-12,Oxygen saturation
102671,293,Sakda,11-Feb-12,Total dissolved salts
102672,"0,1717",Sakda,11-Feb-12,Ammonium
102673,"0,0249",Sakda,11-Feb-12,Nitrites
102674,"17,153",Sakda,11-Feb-12,Nitrates
102675,"2,29",Sakda,11-Feb-12,Total nitrogen
102676,"0,0766",Sakda,11-Feb-12,Orthophosphate-phosphorus
102677,"0,086",Sakda,11-Feb-12,Total phosphorus
102678,"17,6",Sakda,11-Feb-12,Sodium
102679,3,Sakda,11-Feb-12,Potassium
102680,"59,52",Sakda,11-Feb-12,Calcium
