,value,location,sample date,measure
43983,"0,098",Boonsri,23-Sep-05,Total coliforms
43984,"0,04",Boonsri,23-Sep-05,Fecal coliforms
43985,0,Boonsri,23-Sep-05,Fecal streptococci 
43986,19,Somchair,24-Sep-05,Water temperature
43987,"7,4",Somchair,24-Sep-05,Dissolved oxygen
43988,83,Somchair,24-Sep-05,Oxygen saturation
43989,"12,3",Somchair,24-Sep-05,Total hardness
43990,"204,899,994",Somchair,24-Sep-05,Bicarbonates
43991,364,Somchair,24-Sep-05,Total dissolved salts
43992,"0,282",Somchair,24-Sep-05,Ammonium
43993,"0,042",Somchair,24-Sep-05,Nitrites
43994,"2,98",Somchair,24-Sep-05,Nitrates
43995,"0,012",Somchair,24-Sep-05,Orthophosphate-phosphorus
43996,"0,038",Somchair,24-Sep-05,Total phosphorus
43997,"10,4",Somchair,24-Sep-05,Silica (SiO2)
43998,52,Somchair,24-Sep-05,Calcium
43999,"21,799,999",Somchair,24-Sep-05,Magnesium
44000,"99,400,002",Somchair,24-Sep-05,Chlorides
44001,68,Somchair,24-Sep-05,Sulphates
44002,"0,145",Somchair,24-Sep-05,Iron
44003,"0,024",Somchair,24-Sep-05,Manganese
44004,10,Somchair,24-Sep-05,Zinc
44005,"8,436",Somchair,24-Sep-05,Copper
44006,"1,708",Somchair,24-Sep-05,Chromium
44007,"4,288",Somchair,24-Sep-05,Lead
44008,"3,763",Somchair,24-Sep-05,Cadmium
44009,0,Somchair,24-Sep-05,Mercury
44010,"3,727",Somchair,24-Sep-05,Nickel
44011,"2,5",Somchair,24-Sep-05,Biochemical Oxygen
44012,"5,7",Somchair,24-Sep-05,Chemical Oxygen Demand (Mn)
44013,"0,01",Somchair,24-Sep-05,Petroleum hydrocarbons
44014,"0,156",Somchair,24-Sep-05,Atrazine
44015,"0,209",Somchair,24-Sep-05,Simazine
44016,"0,465",Somchair,24-Sep-05,Alachlor
44017,0,Somchair,24-Sep-05,Metolachlor
44018,0,Somchair,24-Sep-05,Heptachloroepoxide
44019,0,Somchair,24-Sep-05,Heptachlor
44020,"0,219",Somchair,24-Sep-05,Endosulfan (alpha)
44021,0,Somchair,24-Sep-05,Endosulfan (beta)
44022,"0,014",Somchair,24-Sep-05,"p,p-DDT"
44023,"0,069",Somchair,24-Sep-05,"p,p-DDD"
44024,"0,083",Somchair,24-Sep-05,"p,p-DDE"
44025,"0,056",Somchair,24-Sep-05,alpha-Hexachlorocyclohexane
44026,"0,068",Somchair,24-Sep-05,beta-Hexaxchlorocyclohexane
44027,"0,077",Somchair,24-Sep-05,gamma-Hexachlorocyclohexane
44028,0,Somchair,24-Sep-05,Aldrin
44029,0,Somchair,24-Sep-05,Dieldrin
44030,0,Somchair,24-Sep-05,Endrin
44031,20,Busarakhan,24-Sep-05,Water temperature
44032,"7,6",Busarakhan,24-Sep-05,Dissolved oxygen
44033,"84,699,997",Busarakhan,24-Sep-05,Oxygen saturation
44034,"11,7",Busarakhan,24-Sep-05,Total hardness
44035,"204,899,994",Busarakhan,24-Sep-05,Bicarbonates
44036,374,Busarakhan,24-Sep-05,Total dissolved salts
44037,"0,113",Busarakhan,24-Sep-05,Ammonium
44038,"0,033",Busarakhan,24-Sep-05,Nitrites
44039,"1,63",Busarakhan,24-Sep-05,Nitrates
44040,"0,013",Busarakhan,24-Sep-05,Orthophosphate-phosphorus
44041,"0,038",Busarakhan,24-Sep-05,Total phosphorus
44042,"9,78",Busarakhan,24-Sep-05,Silica (SiO2)
44043,52,Busarakhan,24-Sep-05,Calcium
44044,"19,4",Busarakhan,24-Sep-05,Magnesium
44045,"92,300,003",Busarakhan,24-Sep-05,Chlorides
44046,65,Busarakhan,24-Sep-05,Sulphates
44047,"0,117",Busarakhan,24-Sep-05,Iron
44048,"0,053",Busarakhan,24-Sep-05,Manganese
44049,52,Busarakhan,24-Sep-05,Zinc
44050,"3,02",Busarakhan,24-Sep-05,Copper
44051,"1,286",Busarakhan,24-Sep-05,Chromium
44052,"4,704",Busarakhan,24-Sep-05,Lead
44053,"3,998",Busarakhan,24-Sep-05,Cadmium
44054,0,Busarakhan,24-Sep-05,Mercury
44055,"3,436",Busarakhan,24-Sep-05,Nickel
44056,"2,1",Busarakhan,24-Sep-05,Biochemical Oxygen
44057,"5,5",Busarakhan,24-Sep-05,Chemical Oxygen Demand (Mn)
44058,"1,176",Busarakhan,24-Sep-05,Petroleum hydrocarbons
44059,"0,136",Busarakhan,24-Sep-05,Atrazine
44060,"0,191",Busarakhan,24-Sep-05,Simazine
44061,"0,475",Busarakhan,24-Sep-05,Alachlor
44062,0,Busarakhan,24-Sep-05,Metolachlor
44063,0,Busarakhan,24-Sep-05,Heptachloroepoxide
44064,"0,011",Busarakhan,24-Sep-05,Heptachlor
44065,0,Busarakhan,24-Sep-05,Endosulfan (alpha)
44066,0,Busarakhan,24-Sep-05,Endosulfan (beta)
44067,0,Busarakhan,24-Sep-05,"p,p-DDT"
