,value,location,sample date,measure
9774,"5,8",Boonsri,10-Mar-00,Biochemical Oxygen
9775,"10,8",Boonsri,10-Mar-00,Chemical Oxygen Demand (Cr)
9776,"7,5",Boonsri,10-Mar-00,Chemical Oxygen Demand (Mn)
9777,"0,04",Boonsri,10-Mar-00,Anionic active surfactants
9778,"0,03",Boonsri,10-Mar-00,Atrazine
9779,"0,01",Boonsri,10-Mar-00,"p,p-DDT"
9780,"0,01",Boonsri,10-Mar-00,gamma-Hexachlorocyclohexane
9781,"1,8",Boonsri,10-Mar-00,Macrozoobenthos
9782,"5,5",Boonsri,10-Mar-00,Water temperature
9783,"11,3",Boonsri,10-Mar-00,Dissolved oxygen
9784,183,Boonsri,10-Mar-00,Bicarbonates
9785,"0,31",Boonsri,10-Mar-00,Ammonium
9786,"0,04",Boonsri,10-Mar-00,Nitrites
9787,"2,31",Boonsri,10-Mar-00,Nitrates
9788,"0,03",Boonsri,10-Mar-00,Orthophosphate-phosphorus
9789,"0,09",Boonsri,10-Mar-00,Total phosphorus
9790,"17,5",Boonsri,10-Mar-00,Sodium
9791,"2,4",Boonsri,10-Mar-00,Potassium
9792,"62,7",Boonsri,10-Mar-00,Calcium
9793,"10,5",Boonsri,10-Mar-00,Magnesium
9794,"20,1",Boonsri,10-Mar-00,Chlorides
9795,47,Boonsri,10-Mar-00,Sulphates
9796,"0,79",Boonsri,10-Mar-00,Iron
9797,"0,03",Boonsri,10-Mar-00,Manganese
9798,51,Boonsri,10-Mar-00,Zinc
9799,"18,44",Boonsri,10-Mar-00,Copper
9800,"17,31",Boonsri,10-Mar-00,Chromium
9801,"45,8",Boonsri,10-Mar-00,Lead
9802,"0,11",Boonsri,10-Mar-00,Cadmium
9803,"6,1",Boonsri,10-Mar-00,Biochemical Oxygen
9804,"12,4",Boonsri,10-Mar-00,Chemical Oxygen Demand (Cr)
9805,"7,8",Boonsri,10-Mar-00,Chemical Oxygen Demand (Mn)
9806,"0,04",Boonsri,10-Mar-00,Anionic active surfactants
9807,"0,02",Boonsri,10-Mar-00,Atrazine
9808,"0,02",Boonsri,10-Mar-00,"p,p-DDT"
9809,"0,03",Boonsri,10-Mar-00,gamma-Hexachlorocyclohexane
9810,"1,8",Boonsri,10-Mar-00,Macrozoobenthos
9811,7,Kohsoom,12-Mar-00,Water temperature
9812,"8,6",Kohsoom,12-Mar-00,Dissolved oxygen
9813,256,Kohsoom,12-Mar-00,Bicarbonates
9814,"3,4",Kohsoom,12-Mar-00,Ammonium
9815,"0,09",Kohsoom,12-Mar-00,Nitrites
9816,"3,8",Kohsoom,12-Mar-00,Nitrates
9817,"0,18",Kohsoom,12-Mar-00,Orthophosphate-phosphorus
9818,"0,22",Kohsoom,12-Mar-00,Total phosphorus
9819,"35,2",Kohsoom,12-Mar-00,Sodium
9820,"5,6",Kohsoom,12-Mar-00,Potassium
9821,"84,8",Kohsoom,12-Mar-00,Calcium
9822,27,Kohsoom,12-Mar-00,Magnesium
9823,57,Kohsoom,12-Mar-00,Chlorides
9824,119,Kohsoom,12-Mar-00,Sulphates
9825,"1,25",Kohsoom,12-Mar-00,Iron
9826,"0,15",Kohsoom,12-Mar-00,Manganese
9827,28,Kohsoom,12-Mar-00,Zinc
9828,"23,86",Kohsoom,12-Mar-00,Copper
9829,"32,15",Kohsoom,12-Mar-00,Chromium
9830,"74,62",Kohsoom,12-Mar-00,Lead
9831,"0,48",Kohsoom,12-Mar-00,Cadmium
9832,4,Kohsoom,12-Mar-00,Biochemical Oxygen
9833,"18,4",Kohsoom,12-Mar-00,Chemical Oxygen Demand (Cr)
9834,"5,6",Kohsoom,12-Mar-00,Chemical Oxygen Demand (Mn)
9835,"0,13",Kohsoom,12-Mar-00,Anionic active surfactants
9836,"0,04",Kohsoom,12-Mar-00,Atrazine
9837,"0,04",Kohsoom,12-Mar-00,"p,p-DDT"
9838,"0,04",Kohsoom,12-Mar-00,gamma-Hexachlorocyclohexane
9839,"2,1",Kohsoom,12-Mar-00,Macrozoobenthos
9840,16,Kohsoom,12-Mar-00,Total coliforms
9841,"0,36",Kohsoom,12-Mar-00,Fecal coliforms
9842,"0,04",Kohsoom,12-Mar-00,Fecal streptococci 
9843,"5,3",Chai,18-Mar-00,Water temperature
9844,"10,3",Chai,18-Mar-00,Dissolved oxygen
9845,152,Chai,18-Mar-00,Bicarbonates
9846,"0,53",Chai,18-Mar-00,Ammonium
9847,"0,03",Chai,18-Mar-00,Nitrites
9848,"2,23",Chai,18-Mar-00,Nitrates
9849,"0,02",Chai,18-Mar-00,Orthophosphate-phosphorus
9850,"0,05",Chai,18-Mar-00,Total phosphorus
9851,"26,2",Chai,18-Mar-00,Sodium
9852,4,Chai,18-Mar-00,Potassium
9853,"64,3",Chai,18-Mar-00,Calcium
9854,"15,5",Chai,18-Mar-00,Magnesium
9855,"50,2",Chai,18-Mar-00,Chlorides
9856,"38,4",Chai,18-Mar-00,Sulphates
9857,"0,72",Chai,18-Mar-00,Iron
9858,"0,05",Chai,18-Mar-00,Manganese
9859,20,Chai,18-Mar-00,Zinc
9860,"23,55",Chai,18-Mar-00,Copper
9861,"17,08",Chai,18-Mar-00,Chromium
9862,"68,46",Chai,18-Mar-00,Lead
9863,"0,32",Chai,18-Mar-00,Cadmium
9864,"4,2",Chai,18-Mar-00,Biochemical Oxygen
9865,35,Chai,18-Mar-00,Chemical Oxygen Demand (Cr)
9866,7,Chai,18-Mar-00,Chemical Oxygen Demand (Mn)
9867,"0,08",Chai,18-Mar-00,Anionic active surfactants
9868,"0,1",Chai,18-Mar-00,Atrazine
9869,"0,02",Chai,18-Mar-00,"p,p-DDT"
9870,"0,01",Chai,18-Mar-00,gamma-Hexachlorocyclohexane
9871,"2,01",Chai,18-Mar-00,Macrozoobenthos
9872,"1,4",Chai,18-Mar-00,Total coliforms
9873,"0,33",Chai,18-Mar-00,Fecal coliforms
9874,"0,002",Chai,18-Mar-00,Fecal streptococci 
9875,"5,3",Chai,18-Mar-00,Water temperature
9876,"11,6",Chai,18-Mar-00,Dissolved oxygen
9877,146,Chai,18-Mar-00,Bicarbonates
9878,"0,44",Chai,18-Mar-00,Ammonium
9879,"0,01",Chai,18-Mar-00,Nitrites
9880,"2,35",Chai,18-Mar-00,Nitrates
9881,"0,02",Chai,18-Mar-00,Orthophosphate-phosphorus
9882,"0,04",Chai,18-Mar-00,Total phosphorus
9883,24,Chai,18-Mar-00,Sodium
9884,"3,6",Chai,18-Mar-00,Potassium
9885,"68,8",Chai,18-Mar-00,Calcium
9886,"15,5",Chai,18-Mar-00,Magnesium
9887,43,Chai,18-Mar-00,Chlorides
9888,"38,2",Chai,18-Mar-00,Sulphates
9889,"0,85",Chai,18-Mar-00,Iron
9890,"0,04",Chai,18-Mar-00,Manganese
9891,10,Chai,18-Mar-00,Zinc
9892,"29,89",Chai,18-Mar-00,Copper
9893,"19,37",Chai,18-Mar-00,Chromium
9894,"77,55",Chai,18-Mar-00,Lead
9895,"0,41",Chai,18-Mar-00,Cadmium
9896,"4,2",Chai,18-Mar-00,Biochemical Oxygen
9897,30,Chai,18-Mar-00,Chemical Oxygen Demand (Cr)
9898,"6,7",Chai,18-Mar-00,Chemical Oxygen Demand (Mn)
9899,"0,05",Chai,18-Mar-00,Anionic active surfactants
9900,"0,04",Chai,18-Mar-00,Atrazine
9901,"0,01",Chai,18-Mar-00,"p,p-DDT"
9902,"0,01",Chai,18-Mar-00,gamma-Hexachlorocyclohexane
9903,"2,12",Chai,18-Mar-00,Macrozoobenthos
9904,"0,26",Chai,18-Mar-00,Total coliforms
9905,"0,01",Chai,18-Mar-00,Fecal coliforms
9906,"0,002",Chai,18-Mar-00,Fecal streptococci 
9907,"5,3",Chai,18-Mar-00,Water temperature
9908,"10,1",Chai,18-Mar-00,Dissolved oxygen
9909,151,Chai,18-Mar-00,Bicarbonates
9910,"0,39",Chai,18-Mar-00,Ammonium
9911,"0,01",Chai,18-Mar-00,Nitrites
9912,"2,4",Chai,18-Mar-00,Nitrates
9913,"0,01",Chai,18-Mar-00,Orthophosphate-phosphorus
9914,"0,04",Chai,18-Mar-00,Total phosphorus
9915,24,Chai,18-Mar-00,Sodium
9916,"3,6",Chai,18-Mar-00,Potassium
9917,"72,8",Chai,18-Mar-00,Calcium
9918,"15,5",Chai,18-Mar-00,Magnesium
9919,43,Chai,18-Mar-00,Chlorides
9920,39,Chai,18-Mar-00,Sulphates
9921,"0,78",Chai,18-Mar-00,Iron
9922,"0,02",Chai,18-Mar-00,Manganese
9923,75,Chai,18-Mar-00,Zinc
9924,"24,13",Chai,18-Mar-00,Copper
9925,"21,42",Chai,18-Mar-00,Chromium
9926,"149,1",Chai,18-Mar-00,Lead
9927,"0,56",Chai,18-Mar-00,Cadmium
9928,"4,4",Chai,18-Mar-00,Biochemical Oxygen
9929,36,Chai,18-Mar-00,Chemical Oxygen Demand (Cr)
9930,"6,9",Chai,18-Mar-00,Chemical Oxygen Demand (Mn)
9931,"0,08",Chai,18-Mar-00,Anionic active surfactants
9932,"0,06",Chai,18-Mar-00,Atrazine
9933,"0,01",Chai,18-Mar-00,"p,p-DDT"
9934,"0,01",Chai,18-Mar-00,gamma-Hexachlorocyclohexane
9935,2,Chai,18-Mar-00,Macrozoobenthos
9936,"1,5",Chai,18-Mar-00,Total coliforms
9937,"0,13",Chai,18-Mar-00,Fecal coliforms
9938,"0,002",Chai,18-Mar-00,Fecal streptococci 
9939,"2,5",Somchair,19-Mar-00,Water temperature
9940,"6,3",Somchair,19-Mar-00,Dissolved oxygen
9941,140,Somchair,19-Mar-00,Bicarbonates
9942,"1,78",Somchair,19-Mar-00,Ammonium
9943,"0,01",Somchair,19-Mar-00,Nitrites
9944,"2,52",Somchair,19-Mar-00,Nitrates
9945,"0,13",Somchair,19-Mar-00,Orthophosphate-phosphorus
9946,"0,15",Somchair,19-Mar-00,Total phosphorus
9947,34,Somchair,19-Mar-00,Sodium
9948,7,Somchair,19-Mar-00,Potassium
9949,"107,1",Somchair,19-Mar-00,Calcium
9950,26,Somchair,19-Mar-00,Magnesium
9951,"64,5",Somchair,19-Mar-00,Chlorides
9952,"111,2",Somchair,19-Mar-00,Sulphates
9953,"1,04",Somchair,19-Mar-00,Iron
9954,"0,02",Somchair,19-Mar-00,Manganese
9955,60,Somchair,19-Mar-00,Zinc
9956,"33,26",Somchair,19-Mar-00,Copper
9957,"25,16",Somchair,19-Mar-00,Chromium
9958,"144,7",Somchair,19-Mar-00,Lead
9959,"0,66",Somchair,19-Mar-00,Cadmium
9960,"5,5",Somchair,19-Mar-00,Biochemical Oxygen
9961,56,Somchair,19-Mar-00,Chemical Oxygen Demand (Cr)
9962,"8,7",Somchair,19-Mar-00,Chemical Oxygen Demand (Mn)
9963,"0,11",Somchair,19-Mar-00,Anionic active surfactants
9964,"0,03",Somchair,19-Mar-00,Atrazine
9965,"0,01",Somchair,19-Mar-00,"p,p-DDT"
9966,"0,05",Somchair,19-Mar-00,gamma-Hexachlorocyclohexane
9967,"2,18",Somchair,19-Mar-00,Macrozoobenthos
9968,"1,2",Somchair,19-Mar-00,Total coliforms
9969,"0,26",Somchair,19-Mar-00,Fecal coliforms
9970,"0,08",Somchair,19-Mar-00,Fecal streptococci 
9971,"2,3",Busarakhan,19-Mar-00,Water temperature
9972,"7,4",Busarakhan,19-Mar-00,Dissolved oxygen
9973,227,Busarakhan,19-Mar-00,Bicarbonates
9974,"2,89",Busarakhan,19-Mar-00,Ammonium
9975,"0,01",Busarakhan,19-Mar-00,Nitrites
9976,"2,56",Busarakhan,19-Mar-00,Nitrates
9977,"0,07",Busarakhan,19-Mar-00,Orthophosphate-phosphorus
9978,"0,09",Busarakhan,19-Mar-00,Total phosphorus
9979,"59,2",Busarakhan,19-Mar-00,Sodium
9980,"10,2",Busarakhan,19-Mar-00,Potassium
9981,"111,4",Busarakhan,19-Mar-00,Calcium
9982,"28,4",Busarakhan,19-Mar-00,Magnesium
9983,"86,1",Busarakhan,19-Mar-00,Chlorides
9984,"121,7",Busarakhan,19-Mar-00,Sulphates
9985,"1,65",Busarakhan,19-Mar-00,Iron
9986,"0,04",Busarakhan,19-Mar-00,Manganese
9987,18,Busarakhan,19-Mar-00,Zinc
9988,"24,47",Busarakhan,19-Mar-00,Copper
9989,"19,62",Busarakhan,19-Mar-00,Chromium
9990,"3,69",Busarakhan,19-Mar-00,Lead
9991,"2,62",Busarakhan,19-Mar-00,Cadmium
9992,"5,2",Busarakhan,19-Mar-00,Biochemical Oxygen
9993,55,Busarakhan,19-Mar-00,Chemical Oxygen Demand (Cr)
9994,"8,8",Busarakhan,19-Mar-00,Chemical Oxygen Demand (Mn)
9995,"0,13",Busarakhan,19-Mar-00,Anionic active surfactants
9996,"0,06",Busarakhan,19-Mar-00,Atrazine
9997,"0,01",Busarakhan,19-Mar-00,"p,p-DDT"
9998,"0,01",Busarakhan,19-Mar-00,gamma-Hexachlorocyclohexane
9999,"2,11",Busarakhan,19-Mar-00,Macrozoobenthos
10000,"0,17",Busarakhan,19-Mar-00,Total coliforms
10001,"0,02",Busarakhan,19-Mar-00,Fecal coliforms
10002,"0,005",Busarakhan,19-Mar-00,Fecal streptococci 
10003,"5,5",Sakda,23-Mar-00,Water temperature
10004,"10,9",Sakda,23-Mar-00,Dissolved oxygen
10005,152,Sakda,23-Mar-00,Bicarbonates
10006,"0,45",Sakda,23-Mar-00,Ammonium
10007,"0,02",Sakda,23-Mar-00,Nitrites
10008,"2,32",Sakda,23-Mar-00,Nitrates
10009,"0,01",Sakda,23-Mar-00,Orthophosphate-phosphorus
10010,"0,02",Sakda,23-Mar-00,Total phosphorus
10011,"26,2",Sakda,23-Mar-00,Sodium
10012,"3,8",Sakda,23-Mar-00,Potassium
10013,60,Sakda,23-Mar-00,Calcium
10014,"23,3",Sakda,23-Mar-00,Magnesium
10015,"50,2",Sakda,23-Mar-00,Chlorides
10016,"48,2",Sakda,23-Mar-00,Sulphates
10017,"1,25",Sakda,23-Mar-00,Iron
10018,"0,1",Sakda,23-Mar-00,Manganese
10019,50,Sakda,23-Mar-00,Zinc
10020,"44,46",Sakda,23-Mar-00,Copper
10021,"26,56",Sakda,23-Mar-00,Chromium
10022,"77,75",Sakda,23-Mar-00,Lead
10023,"1,63",Sakda,23-Mar-00,Cadmium
10024,3,Sakda,23-Mar-00,Biochemical Oxygen
10025,32,Sakda,23-Mar-00,Chemical Oxygen Demand (Cr)
10026,"6,8",Sakda,23-Mar-00,Chemical Oxygen Demand (Mn)
10027,"0,06",Sakda,23-Mar-00,Anionic active surfactants
10028,"0,06",Sakda,23-Mar-00,Atrazine
10029,"0,01",Sakda,23-Mar-00,"p,p-DDT"
10030,"0,01",Sakda,23-Mar-00,gamma-Hexachlorocyclohexane
10031,"2,18",Sakda,23-Mar-00,Macrozoobenthos
10032,"0,004",Sakda,23-Mar-00,Total coliforms
10033,"0,003",Sakda,23-Mar-00,Fecal coliforms
10034,"0,008",Sakda,23-Mar-00,Fecal streptococci 
10035,"5,5",Sakda,23-Mar-00,Water temperature
10036,11,Sakda,23-Mar-00,Dissolved oxygen
10037,138,Sakda,23-Mar-00,Bicarbonates
10038,"0,62",Sakda,23-Mar-00,Ammonium
10039,"0,04",Sakda,23-Mar-00,Nitrites
10040,"2,35",Sakda,23-Mar-00,Nitrates
10041,"0,02",Sakda,23-Mar-00,Orthophosphate-phosphorus
10042,"0,04",Sakda,23-Mar-00,Total phosphorus
10043,"29,4",Sakda,23-Mar-00,Sodium
10044,"4,4",Sakda,23-Mar-00,Potassium
10045,60,Sakda,23-Mar-00,Calcium
10046,26,Sakda,23-Mar-00,Magnesium
10047,"57,3",Sakda,23-Mar-00,Chlorides
10048,48,Sakda,23-Mar-00,Sulphates
10049,"1,18",Sakda,23-Mar-00,Iron
10050,"0,05",Sakda,23-Mar-00,Manganese
10051,40,Sakda,23-Mar-00,Zinc
10052,"36,1",Sakda,23-Mar-00,Copper
10053,"29,32",Sakda,23-Mar-00,Chromium
10054,"54,52",Sakda,23-Mar-00,Lead
10055,"1,14",Sakda,23-Mar-00,Cadmium
10056,"3,7",Sakda,23-Mar-00,Biochemical Oxygen
10057,33,Sakda,23-Mar-00,Chemical Oxygen Demand (Cr)
10058,"6,9",Sakda,23-Mar-00,Chemical Oxygen Demand (Mn)
10059,"0,06",Sakda,23-Mar-00,Anionic active surfactants
10060,"0,07",Sakda,23-Mar-00,Atrazine
10061,"0,01",Sakda,23-Mar-00,"p,p-DDT"
10062,"0,01",Sakda,23-Mar-00,gamma-Hexachlorocyclohexane
10063,"2,1",Sakda,23-Mar-00,Macrozoobenthos
10064,"0,002",Sakda,23-Mar-00,Total coliforms
10065,"0,002",Sakda,23-Mar-00,Fecal coliforms
10066,"0,008",Sakda,23-Mar-00,Fecal streptococci 
10067,"5,5",Sakda,23-Mar-00,Water temperature
10068,11,Sakda,23-Mar-00,Dissolved oxygen
10069,139,Sakda,23-Mar-00,Bicarbonates
10070,"0,4",Sakda,23-Mar-00,Ammonium
10071,"0,03",Sakda,23-Mar-00,Nitrites
10072,"2,34",Sakda,23-Mar-00,Nitrates
10073,"0,01",Sakda,23-Mar-00,Orthophosphate-phosphorus
10074,"0,04",Sakda,23-Mar-00,Total phosphorus
10075,"29,2",Sakda,23-Mar-00,Sodium
10076,"4,6",Sakda,23-Mar-00,Potassium
10077,"51,4",Sakda,23-Mar-00,Calcium
10078,"31,1",Sakda,23-Mar-00,Magnesium
10079,"57,3",Sakda,23-Mar-00,Chlorides
10080,"52,4",Sakda,23-Mar-00,Sulphates
10081,"1,34",Sakda,23-Mar-00,Iron
10082,"0,05",Sakda,23-Mar-00,Manganese
10083,45,Sakda,23-Mar-00,Zinc
10084,"28,58",Sakda,23-Mar-00,Copper
10085,"35,14",Sakda,23-Mar-00,Chromium
10086,"61,61",Sakda,23-Mar-00,Lead
10087,"2,12",Sakda,23-Mar-00,Cadmium
10088,"3,5",Sakda,23-Mar-00,Biochemical Oxygen
10089,37,Sakda,23-Mar-00,Chemical Oxygen Demand (Cr)
10090,"7,1",Sakda,23-Mar-00,Chemical Oxygen Demand (Mn)
10091,"0,07",Sakda,23-Mar-00,Anionic active surfactants
10092,"0,05",Sakda,23-Mar-00,Atrazine
10093,"0,01",Sakda,23-Mar-00,"p,p-DDT"
10094,"0,06",Sakda,23-Mar-00,gamma-Hexachlorocyclohexane
10095,"2,13",Sakda,23-Mar-00,Macrozoobenthos
10096,"0,002",Sakda,23-Mar-00,Total coliforms
10097,"0,002",Sakda,23-Mar-00,Fecal coliforms
10098,"0,002",Sakda,23-Mar-00,Fecal streptococci 
10099,6,Kannika,24-Mar-00,Water temperature
10100,11,Kannika,24-Mar-00,Dissolved oxygen
10101,139,Kannika,24-Mar-00,Bicarbonates
10102,"0,61",Kannika,24-Mar-00,Ammonium
10103,"0,01",Kannika,24-Mar-00,Nitrites
10104,"2,3",Kannika,24-Mar-00,Nitrates
10105,"0,01",Kannika,24-Mar-00,Orthophosphate-phosphorus
10106,"0,02",Kannika,24-Mar-00,Total phosphorus
10107,"26,8",Kannika,24-Mar-00,Sodium
10108,4,Kannika,24-Mar-00,Potassium
10109,60,Kannika,24-Mar-00,Calcium
10110,"20,9",Kannika,24-Mar-00,Magnesium
10111,"50,2",Kannika,24-Mar-00,Chlorides
10112,"48,8",Kannika,24-Mar-00,Sulphates
10113,"0,68",Kannika,24-Mar-00,Iron
10114,"0,04",Kannika,24-Mar-00,Manganese
10115,40,Kannika,24-Mar-00,Zinc
10116,"43,01",Kannika,24-Mar-00,Copper
10117,"26,23",Kannika,24-Mar-00,Chromium
10118,"63,39",Kannika,24-Mar-00,Lead
10119,"0,42",Kannika,24-Mar-00,Cadmium
10120,"3,3",Kannika,24-Mar-00,Biochemical Oxygen
10121,30,Kannika,24-Mar-00,Chemical Oxygen Demand (Cr)
10122,"7,5",Kannika,24-Mar-00,Chemical Oxygen Demand (Mn)
10123,"0,09",Kannika,24-Mar-00,Anionic active surfactants
10124,"0,09",Kannika,24-Mar-00,Atrazine
10125,"0,02",Kannika,24-Mar-00,"p,p-DDT"
10126,"0,05",Kannika,24-Mar-00,gamma-Hexachlorocyclohexane
10127,"2,06",Kannika,24-Mar-00,Macrozoobenthos
10128,"0,002",Kannika,24-Mar-00,Total coliforms
10129,"0,002",Kannika,24-Mar-00,Fecal coliforms
10130,"0,002",Kannika,24-Mar-00,Fecal streptococci 
10131,6,Kannika,24-Mar-00,Water temperature
10132,11,Kannika,24-Mar-00,Dissolved oxygen
10133,136,Kannika,24-Mar-00,Bicarbonates
10134,"0,41",Kannika,24-Mar-00,Ammonium
10135,"0,02",Kannika,24-Mar-00,Nitrites
10136,"2,16",Kannika,24-Mar-00,Nitrates
10137,"0,02",Kannika,24-Mar-00,Orthophosphate-phosphorus
10138,"0,03",Kannika,24-Mar-00,Total phosphorus
10139,"31,2",Kannika,24-Mar-00,Sodium
10140,"6,8",Kannika,24-Mar-00,Potassium
10141,"68,5",Kannika,24-Mar-00,Calcium
10142,"15,5",Kannika,24-Mar-00,Magnesium
10143,"57,3",Kannika,24-Mar-00,Chlorides
10144,"40,3",Kannika,24-Mar-00,Sulphates
10145,"0,45",Kannika,24-Mar-00,Iron
10146,"0,05",Kannika,24-Mar-00,Manganese
10147,75,Kannika,24-Mar-00,Zinc
10148,"34,91",Kannika,24-Mar-00,Copper
10149,"32,14",Kannika,24-Mar-00,Chromium
10150,"76,72",Kannika,24-Mar-00,Lead
10151,"0,36",Kannika,24-Mar-00,Cadmium
10152,"3,1",Kannika,24-Mar-00,Biochemical Oxygen
10153,30,Kannika,24-Mar-00,Chemical Oxygen Demand (Cr)
10154,"7,4",Kannika,24-Mar-00,Chemical Oxygen Demand (Mn)
10155,"0,08",Kannika,24-Mar-00,Anionic active surfactants
10156,"0,09",Kannika,24-Mar-00,Atrazine
10157,"0,01",Kannika,24-Mar-00,"p,p-DDT"
10158,"0,02",Kannika,24-Mar-00,gamma-Hexachlorocyclohexane
10159,2,Kannika,24-Mar-00,Macrozoobenthos
10160,"0,01",Kannika,24-Mar-00,Total coliforms
10161,"0,006",Kannika,24-Mar-00,Fecal coliforms
10162,"0,01",Kannika,24-Mar-00,Fecal streptococci 
10163,6,Kannika,24-Mar-00,Water temperature
10164,"10,9",Kannika,24-Mar-00,Dissolved oxygen
10165,139,Kannika,24-Mar-00,Bicarbonates
10166,"0,51",Kannika,24-Mar-00,Ammonium
10167,"0,01",Kannika,24-Mar-00,Nitrites
10168,"1,85",Kannika,24-Mar-00,Nitrates
10169,"0,01",Kannika,24-Mar-00,Orthophosphate-phosphorus
10170,"0,02",Kannika,24-Mar-00,Total phosphorus
10171,"26,6",Kannika,24-Mar-00,Sodium
10172,4,Kannika,24-Mar-00,Potassium
10173,"64,2",Kannika,24-Mar-00,Calcium
10174,"20,9",Kannika,24-Mar-00,Magnesium
10175,"50,2",Kannika,24-Mar-00,Chlorides
10176,"48,2",Kannika,24-Mar-00,Sulphates
10177,"0,52",Kannika,24-Mar-00,Iron
10178,"0,08",Kannika,24-Mar-00,Manganese
10179,61,Kannika,24-Mar-00,Zinc
10180,"29,23",Kannika,24-Mar-00,Copper
10181,"28,76",Kannika,24-Mar-00,Chromium
10182,"33,09",Kannika,24-Mar-00,Lead
10183,"1,54",Kannika,24-Mar-00,Cadmium
10184,"2,9",Kannika,24-Mar-00,Biochemical Oxygen
10185,30,Kannika,24-Mar-00,Chemical Oxygen Demand (Cr)
10186,"6,9",Kannika,24-Mar-00,Chemical Oxygen Demand (Mn)
10187,"0,08",Kannika,24-Mar-00,Anionic active surfactants
10188,"0,08",Kannika,24-Mar-00,Atrazine
