,value,location,sample date,measure
24435,"8,14",Kannika,24-Jan-03,Lead
24436,"1,96",Kannika,24-Jan-03,Cadmium
24437,"0,58",Kannika,24-Jan-03,Nickel
24438,"1,176",Kannika,24-Jan-03,Total extractable matter
24439,"0,025",Kannika,24-Jan-03,Anionic active surfactants
24440,0,Kannika,24-Jan-03,Atrazine
24441,"0,004",Kannika,24-Jan-03,gamma-Hexachlorocyclohexane
24442,"1,9",Kannika,24-Jan-03,Macrozoobenthos
24443,"0,8",Kannika,24-Jan-03,Total coliforms
24444,"0,2",Kannika,24-Jan-03,Fecal coliforms
24445,"0,02",Kannika,24-Jan-03,Fecal streptococci 
24446,"3,5",Kannika,24-Jan-03,Water temperature
24447,"10,1",Kannika,24-Jan-03,Dissolved oxygen
24448,"146,4",Kannika,24-Jan-03,Bicarbonates
24449,"0,202",Kannika,24-Jan-03,Ammonium
24450,"0,009",Kannika,24-Jan-03,Nitrites
24451,"1,72",Kannika,24-Jan-03,Nitrates
24452,"0,041",Kannika,24-Jan-03,Orthophosphate-phosphorus
24453,"56,1",Kannika,24-Jan-03,Calcium
24454,17,Kannika,24-Jan-03,Magnesium
24455,36,Kannika,24-Jan-03,Chlorides
24456,"10,9",Kannika,24-Jan-03,Sulphates
24457,"0,419",Kannika,24-Jan-03,Iron
24458,"0,062",Kannika,24-Jan-03,Manganese
24459,2,Kannika,24-Jan-03,Zinc
24460,"5,28",Kannika,24-Jan-03,Copper
24461,"5,48",Kannika,24-Jan-03,Chromium
24462,"9,21",Kannika,24-Jan-03,Lead
24463,"2,23",Kannika,24-Jan-03,Cadmium
24464,"3,16",Kannika,24-Jan-03,Nickel
24465,"0,026",Kannika,24-Jan-03,Anionic active surfactants
24466,0,Kannika,24-Jan-03,Atrazine
24467,"2,04",Kannika,24-Jan-03,Macrozoobenthos
24468,"8,4",Kannika,24-Jan-03,Total coliforms
24469,"0,2",Kannika,24-Jan-03,Fecal coliforms
24470,"0,06",Kannika,24-Jan-03,Fecal streptococci 
24471,"3,5",Kannika,24-Jan-03,Water temperature
24472,"10,3",Kannika,24-Jan-03,Dissolved oxygen
24473,"146,4",Kannika,24-Jan-03,Bicarbonates
24474,"0,048",Kannika,24-Jan-03,Ammonium
24475,"0,005",Kannika,24-Jan-03,Nitrites
24476,"1,38",Kannika,24-Jan-03,Nitrates
24477,"0,025",Kannika,24-Jan-03,Orthophosphate-phosphorus
24478,"56,1",Kannika,24-Jan-03,Calcium
24479,17,Kannika,24-Jan-03,Magnesium
24480,36,Kannika,24-Jan-03,Chlorides
24481,"13,8",Kannika,24-Jan-03,Sulphates
24482,"0,339",Kannika,24-Jan-03,Iron
24483,"0,053",Kannika,24-Jan-03,Manganese
24484,2,Kannika,24-Jan-03,Zinc
24485,"9,37",Kannika,24-Jan-03,Copper
24486,"14,38",Kannika,24-Jan-03,Chromium
24487,"7,54",Kannika,24-Jan-03,Lead
24488,"5,88",Kannika,24-Jan-03,Cadmium
24489,"3,4",Kannika,24-Jan-03,Nickel
24490,"0,026",Kannika,24-Jan-03,Anionic active surfactants
24491,0,Kannika,24-Jan-03,Atrazine
24492,"0,003",Kannika,24-Jan-03,gamma-Hexachlorocyclohexane
24493,"2,12",Kannika,24-Jan-03,Macrozoobenthos
24494,"3,5",Kannika,24-Jan-03,Total coliforms
24495,"0,02",Kannika,24-Jan-03,Fecal coliforms
24496,"0,06",Kannika,24-Jan-03,Fecal streptococci 
24497,"3,5",Sakda,24-Jan-03,Water temperature
24498,"10,4",Sakda,24-Jan-03,Dissolved oxygen
24499,"158,6",Sakda,24-Jan-03,Bicarbonates
24500,"0,21",Sakda,24-Jan-03,Ammonium
24501,"0,017",Sakda,24-Jan-03,Nitrites
24502,"1,7",Sakda,24-Jan-03,Nitrates
24503,"0,005",Sakda,24-Jan-03,Orthophosphate-phosphorus
24504,"60,1",Sakda,24-Jan-03,Calcium
24505,"12,1",Sakda,24-Jan-03,Magnesium
24506,36,Sakda,24-Jan-03,Chlorides
24507,"22,9",Sakda,24-Jan-03,Sulphates
24508,"0,354",Sakda,24-Jan-03,Iron
24509,"0,059",Sakda,24-Jan-03,Manganese
24510,16,Sakda,24-Jan-03,Zinc
24511,"14,19",Sakda,24-Jan-03,Copper
24512,"2,16",Sakda,24-Jan-03,Chromium
24513,"5,46",Sakda,24-Jan-03,Lead
24514,"4,4",Sakda,24-Jan-03,Cadmium
24515,"6,53",Sakda,24-Jan-03,Nickel
24516,"0,068",Sakda,24-Jan-03,Anionic active surfactants
24517,0,Sakda,24-Jan-03,Atrazine
24518,"0,002",Sakda,24-Jan-03,gamma-Hexachlorocyclohexane
24519,"2,08",Sakda,24-Jan-03,Macrozoobenthos
24520,"0,17",Sakda,24-Jan-03,Total coliforms
24521,"0,078",Sakda,24-Jan-03,Fecal coliforms
24522,"0,078",Sakda,24-Jan-03,Fecal streptococci 
24523,"3,5",Sakda,24-Jan-03,Water temperature
24524,"10,1",Sakda,24-Jan-03,Dissolved oxygen
24525,"146,4",Sakda,24-Jan-03,Bicarbonates
24526,"0,45",Sakda,24-Jan-03,Ammonium
24527,"0,023",Sakda,24-Jan-03,Nitrites
24528,"1,72",Sakda,24-Jan-03,Nitrates
24529,"0,047",Sakda,24-Jan-03,Orthophosphate-phosphorus
24530,60,Sakda,24-Jan-03,Calcium
24531,"14,5",Sakda,24-Jan-03,Magnesium
24532,"43,2",Sakda,24-Jan-03,Chlorides
24533,"22,3",Sakda,24-Jan-03,Sulphates
24534,"0,314",Sakda,24-Jan-03,Iron
24535,"0,061",Sakda,24-Jan-03,Manganese
24536,4,Sakda,24-Jan-03,Zinc
24537,"6,98",Sakda,24-Jan-03,Copper
24538,"2,17",Sakda,24-Jan-03,Chromium
24539,"5,12",Sakda,24-Jan-03,Lead
24540,"1,75",Sakda,24-Jan-03,Cadmium
24541,"2,11",Sakda,24-Jan-03,Nickel
24542,"0,051",Sakda,24-Jan-03,Anionic active surfactants
24543,0,Sakda,24-Jan-03,Atrazine
24544,"0,007",Sakda,24-Jan-03,gamma-Hexachlorocyclohexane
24545,"2,33",Sakda,24-Jan-03,Macrozoobenthos
24546,"1,7",Sakda,24-Jan-03,Total coliforms
24547,"0,2",Sakda,24-Jan-03,Fecal coliforms
24548,"0,04",Sakda,24-Jan-03,Fecal streptococci 
24549,"3,5",Sakda,24-Jan-03,Water temperature
24550,"10,3",Sakda,24-Jan-03,Dissolved oxygen
24551,"158,6",Sakda,24-Jan-03,Bicarbonates
24552,"0,2",Sakda,24-Jan-03,Ammonium
24553,"0,019",Sakda,24-Jan-03,Nitrites
24554,"1,73",Sakda,24-Jan-03,Nitrates
24555,"0,052",Sakda,24-Jan-03,Orthophosphate-phosphorus
24556,"56,1",Sakda,24-Jan-03,Calcium
24557,17,Sakda,24-Jan-03,Magnesium
24558,36,Sakda,24-Jan-03,Chlorides
24559,"20,1",Sakda,24-Jan-03,Sulphates
24560,"0,69",Sakda,24-Jan-03,Iron
24561,"0,078",Sakda,24-Jan-03,Manganese
24562,13,Sakda,24-Jan-03,Zinc
24563,"6,16",Sakda,24-Jan-03,Copper
24564,"1,62",Sakda,24-Jan-03,Chromium
24565,"6,03",Sakda,24-Jan-03,Lead
24566,"2,05",Sakda,24-Jan-03,Cadmium
24567,"1,74",Sakda,24-Jan-03,Nickel
24568,"0,045",Sakda,24-Jan-03,Anionic active surfactants
24569,0,Sakda,24-Jan-03,Atrazine
24570,"2,25",Sakda,24-Jan-03,Macrozoobenthos
24571,"2,4",Sakda,24-Jan-03,Total coliforms
24572,"0,04",Sakda,24-Jan-03,Fecal coliforms
24573,"0,13",Sakda,24-Jan-03,Fecal streptococci 
24574,5,Kohsoom,26-Jan-03,Water temperature
24575,"10,6",Kohsoom,26-Jan-03,Dissolved oxygen
24576,268,Kohsoom,26-Jan-03,Bicarbonates
24577,"0,05",Kohsoom,26-Jan-03,Nitrites
24578,"0,13",Kohsoom,26-Jan-03,Orthophosphate-phosphorus
24579,"0,18",Kohsoom,26-Jan-03,Total phosphorus
24580,"40,3",Kohsoom,26-Jan-03,Sodium
24581,7,Kohsoom,26-Jan-03,Potassium
24582,"89,6",Kohsoom,26-Jan-03,Calcium
24583,24,Kohsoom,26-Jan-03,Magnesium
24584,"67,5",Kohsoom,26-Jan-03,Chlorides
24585,111,Kohsoom,26-Jan-03,Sulphates
24586,"0,752",Kohsoom,26-Jan-03,Iron
24587,"0,133",Kohsoom,26-Jan-03,Manganese
24588,41,Kohsoom,26-Jan-03,Zinc
24589,"4,48",Kohsoom,26-Jan-03,Copper
