,value,location,sample date,measure
58644,"195,2",Boonsri,22-Feb-07,Bicarbonates
58645,273,Boonsri,22-Feb-07,Total dissolved salts
58646,"0,217",Boonsri,22-Feb-07,Ammonium
58647,"0,033",Boonsri,22-Feb-07,Nitrites
58648,"1,582",Boonsri,22-Feb-07,Nitrates
58649,"0,13",Boonsri,22-Feb-07,Orthophosphate-phosphorus
58650,"0,21",Boonsri,22-Feb-07,Total phosphorus
58651,"11,1",Boonsri,22-Feb-07,Silica (SiO2)
58652,22,Boonsri,22-Feb-07,Sodium
58653,3,Boonsri,22-Feb-07,Potassium
58654,"53,9",Boonsri,22-Feb-07,Calcium
58655,"15,5",Boonsri,22-Feb-07,Magnesium
58656,"29,2",Boonsri,22-Feb-07,Chlorides
58657,"42,5",Boonsri,22-Feb-07,Sulphates
58658,"1,171",Boonsri,22-Feb-07,Iron
58659,"0,309",Boonsri,22-Feb-07,Manganese
58660,"0,02",Boonsri,22-Feb-07,Manganese
58661,85,Boonsri,22-Feb-07,Zinc
58662,"12,76",Boonsri,22-Feb-07,Copper
58663,"3,258",Boonsri,22-Feb-07,Chromium
58664,"21,64",Boonsri,22-Feb-07,Lead
58665,"2,838",Boonsri,22-Feb-07,Cadmium
58666,"0,151",Boonsri,22-Feb-07,Mercury
58667,"4,124",Boonsri,22-Feb-07,Nickel
58668,2,Boonsri,22-Feb-07,Biochemical Oxygen
58669,"10,7",Boonsri,22-Feb-07,Chemical Oxygen Demand (Cr)
58670,"3,1",Boonsri,22-Feb-07,Chemical Oxygen Demand (Mn)
58671,"0,072",Boonsri,22-Feb-07,Anionic active surfactants
58672,"2,117",Boonsri,22-Feb-07,Petroleum hydrocarbons
58673,"0,13",Boonsri,22-Feb-07,Atrazine
58674,"0,183",Boonsri,22-Feb-07,Simazine
58675,"0,22",Boonsri,22-Feb-07,Alachlor
58676,"0,032",Boonsri,22-Feb-07,Metolachlor
58677,"0,005",Boonsri,22-Feb-07,Heptachloroepoxide
58678,"0,007",Boonsri,22-Feb-07,Heptachlor
58679,"0,094",Boonsri,22-Feb-07,Endosulfan (alpha)
