,value,location,sample date,measure
78192,"93,2",Boonsri,6-Mar-09,Oxygen saturation
78193,"103,88",Boonsri,6-Mar-09,Total hardness
78194,"152,5",Boonsri,6-Mar-09,Bicarbonates
78195,235,Boonsri,6-Mar-09,Total dissolved salts
78196,"0,994",Boonsri,6-Mar-09,Ammonium
78197,"0,033",Boonsri,6-Mar-09,Nitrites
78198,"1,31",Boonsri,6-Mar-09,Nitrates
78199,"0,2",Boonsri,6-Mar-09,Orthophosphate-phosphorus
78200,"0,26",Boonsri,6-Mar-09,Total phosphorus
78201,"8,945",Boonsri,6-Mar-09,Silica (SiO2)
78202,12,Boonsri,6-Mar-09,Sodium
78203,3,Boonsri,6-Mar-09,Potassium
78204,"48,93",Boonsri,6-Mar-09,Calcium
78205,"14,55",Boonsri,6-Mar-09,Magnesium
78206,"19,33",Boonsri,6-Mar-09,Chlorides
78207,"56,64",Boonsri,6-Mar-09,Sulphates
78208,"0,079",Boonsri,6-Mar-09,Manganese
78209,"2,29",Boonsri,6-Mar-09,Biochemical Oxygen
78210,"11,23",Boonsri,6-Mar-09,Chemical Oxygen Demand (Cr)
78211,4,Boonsri,6-Mar-09,Chemical Oxygen Demand (Mn)
78212,"0,05",Boonsri,6-Mar-09,Anionic active surfactants
78213,"0,1",Boonsri,6-Mar-09,Petroleum hydrocarbons
78214,9,Boonsri,6-Mar-09,Water temperature
78215,"10,59",Boonsri,6-Mar-09,Dissolved oxygen
78216,"94,7",Boonsri,6-Mar-09,Oxygen saturation
78217,"113,12",Boonsri,6-Mar-09,Total hardness
78218,"152,5",Boonsri,6-Mar-09,Bicarbonates
78219,245,Boonsri,6-Mar-09,Total dissolved salts
78220,"1,033",Boonsri,6-Mar-09,Ammonium
78221,"0,03",Boonsri,6-Mar-09,Nitrites
78222,"1,378",Boonsri,6-Mar-09,Nitrates
78223,"0,068",Boonsri,6-Mar-09,Orthophosphate-phosphorus
78224,"0,13",Boonsri,6-Mar-09,Total phosphorus
78225,"8,428",Boonsri,6-Mar-09,Silica (SiO2)
78226,13,Boonsri,6-Mar-09,Sodium
78227,3,Boonsri,6-Mar-09,Potassium
78228,"47,25",Boonsri,6-Mar-09,Calcium
78229,"19,4",Boonsri,6-Mar-09,Magnesium
78230,"18,26",Boonsri,6-Mar-09,Chlorides
78231,"70,84",Boonsri,6-Mar-09,Sulphates
78232,"0,087",Boonsri,6-Mar-09,Manganese
78233,"2,37",Boonsri,6-Mar-09,Biochemical Oxygen
78234,"10,29",Boonsri,6-Mar-09,Chemical Oxygen Demand (Cr)
78235,"3,69",Boonsri,6-Mar-09,Chemical Oxygen Demand (Mn)
78236,"0,05",Boonsri,6-Mar-09,Anionic active surfactants
78237,"0,1",Boonsri,6-Mar-09,Petroleum hydrocarbons
78238,7,Tansanee,13-Mar-09,Water temperature
78239,"13,43",Tansanee,13-Mar-09,Dissolved oxygen
78240,"114,2",Tansanee,13-Mar-09,Oxygen saturation
78241,"352,6",Tansanee,13-Mar-09,Bicarbonates
78242,"1003,2",Tansanee,13-Mar-09,Total dissolved salts
78243,"0,064",Tansanee,13-Mar-09,Ammonium
