,value,location,sample date,measure
4887,"9,2",Chai,17-Mar-99,Total coliforms
4888,"0,39",Chai,17-Mar-99,Fecal coliforms
4889,"0,0045",Chai,17-Mar-99,Fecal streptococci 
4890,"7,5",Chai,17-Mar-99,Water temperature
4891,"9,5",Chai,17-Mar-99,Dissolved oxygen
4892,"186,66",Chai,17-Mar-99,Bicarbonates
4893,"0,24",Chai,17-Mar-99,Ammonium
4894,"0,01",Chai,17-Mar-99,Nitrites
4895,"1,6",Chai,17-Mar-99,Nitrates
4896,"0,13",Chai,17-Mar-99,Orthophosphate-phosphorus
4897,"0,35",Chai,17-Mar-99,Total phosphorus
4898,"26,2",Chai,17-Mar-99,Sodium
4899,"4,8",Chai,17-Mar-99,Potassium
4900,"62,25",Chai,17-Mar-99,Calcium
4901,"23,59",Chai,17-Mar-99,Magnesium
4902,"42,6",Chai,17-Mar-99,Chlorides
4903,"45,92",Chai,17-Mar-99,Sulphates
4904,"0,59",Chai,17-Mar-99,Iron
4905,"0,008",Chai,17-Mar-99,Manganese
4906,12,Chai,17-Mar-99,Zinc
4907,22,Chai,17-Mar-99,Copper
4908,3,Chai,17-Mar-99,Chromium
4909,9,Chai,17-Mar-99,Lead
4910,"1,27",Chai,17-Mar-99,Cadmium
4911,"2,54",Chai,17-Mar-99,Biochemical Oxygen
4912,11,Chai,17-Mar-99,Chemical Oxygen Demand (Cr)
4913,"6,95",Chai,17-Mar-99,Chemical Oxygen Demand (Mn)
4914,"0,1",Chai,17-Mar-99,Anionic active surfactants
4915,"0,29",Chai,17-Mar-99,"p,p-DDT"
4916,"0,01",Chai,17-Mar-99,gamma-Hexachlorocyclohexane
4917,"1,88",Chai,17-Mar-99,Macrozoobenthos
4918,"3,6",Chai,17-Mar-99,Total coliforms
4919,"0,12",Chai,17-Mar-99,Fecal coliforms
4920,"7,8",Chai,17-Mar-99,Water temperature
4921,"11,4",Chai,17-Mar-99,Dissolved oxygen
4922,"186,05",Chai,17-Mar-99,Bicarbonates
4923,"0,09",Chai,17-Mar-99,Ammonium
4924,"0,01",Chai,17-Mar-99,Nitrites
4925,"1,8",Chai,17-Mar-99,Nitrates
4926,"0,12",Chai,17-Mar-99,Orthophosphate-phosphorus
4927,"0,12",Chai,17-Mar-99,Total phosphorus
4928,"19,8",Chai,17-Mar-99,Sodium
4929,2,Chai,17-Mar-99,Potassium
4930,"66,14",Chai,17-Mar-99,Calcium
4931,"21,15",Chai,17-Mar-99,Magnesium
4932,"35,5",Chai,17-Mar-99,Chlorides
4933,"45,42",Chai,17-Mar-99,Sulphates
4934,"0,71",Chai,17-Mar-99,Iron
4935,"0,04",Chai,17-Mar-99,Manganese
4936,35,Chai,17-Mar-99,Zinc
4937,20,Chai,17-Mar-99,Copper
4938,"2,5",Chai,17-Mar-99,Chromium
4939,7,Chai,17-Mar-99,Lead
4940,1,Chai,17-Mar-99,Cadmium
4941,"2,27",Chai,17-Mar-99,Biochemical Oxygen
4942,10,Chai,17-Mar-99,Chemical Oxygen Demand (Cr)
4943,"6,63",Chai,17-Mar-99,Chemical Oxygen Demand (Mn)
4944,"0,04",Chai,17-Mar-99,Anionic active surfactants
4945,"0,19",Chai,17-Mar-99,"p,p-DDT"
4946,"0,02",Chai,17-Mar-99,gamma-Hexachlorocyclohexane
4947,"1,8",Chai,17-Mar-99,Macrozoobenthos
4948,"0,07",Chai,17-Mar-99,Total coliforms
4949,"0,01",Chai,17-Mar-99,Fecal coliforms
4950,"5,4",Somchair,19-Mar-99,Water temperature
4951,"11,3",Somchair,19-Mar-99,Dissolved oxygen
4952,"174,46",Somchair,19-Mar-99,Bicarbonates
4953,"3,1",Somchair,19-Mar-99,Ammonium
4954,"0,03",Somchair,19-Mar-99,Nitrites
4955,"1,07",Somchair,19-Mar-99,Nitrates
4956,"0,009",Somchair,19-Mar-99,Orthophosphate-phosphorus
4957,"0,01",Somchair,19-Mar-99,Total phosphorus
4958,54,Somchair,19-Mar-99,Sodium
4959,"14,6",Somchair,19-Mar-99,Potassium
4960,"70,03",Somchair,19-Mar-99,Calcium
4961,"28,4",Somchair,19-Mar-99,Magnesium
4962,"78,1",Somchair,19-Mar-99,Chlorides
4963,"85,88",Somchair,19-Mar-99,Sulphates
4964,"1,11",Somchair,19-Mar-99,Iron
