,value,location,sample date,measure
131938,"27,46",Somchair,14-May-16,Chemical Oxygen Demand (Cr)
131939,"4,94",Somchair,14-May-16,Chemical Oxygen Demand (Mn)
131940,0,Somchair,14-May-16,Atrazine
131941,0,Somchair,14-May-16,"p,p-DDT"
131942,0,Somchair,14-May-16,gamma-Hexachlorocyclohexane
131943,"17,2",Busarakhan,14-May-16,Water temperature
131944,"8,64",Busarakhan,14-May-16,Dissolved oxygen
131945,"254,896",Busarakhan,14-May-16,Total hardness
131946,535,Busarakhan,14-May-16,Total dissolved salts
131947,"0,092",Busarakhan,14-May-16,Ammonium
131948,"0,044",Busarakhan,14-May-16,Nitrites
131949,"0,814",Busarakhan,14-May-16,Nitrates
131950,"1,54",Busarakhan,14-May-16,Total nitrogen
131951,"0,043",Busarakhan,14-May-16,Orthophosphate-phosphorus
131952,"0,067",Busarakhan,14-May-16,Total phosphorus
131953,"0,05",Busarakhan,14-May-16,Total dissolved phosphorus
131954,"65,4",Busarakhan,14-May-16,Calcium
131955,"22,2",Busarakhan,14-May-16,Magnesium
131956,"42,64",Busarakhan,14-May-16,Chlorides
131957,"6,488",Busarakhan,14-May-16,Lead
131958,"0,2692",Busarakhan,14-May-16,Cadmium
131959,0,Busarakhan,14-May-16,Mercury
131960,"4,823",Busarakhan,14-May-16,Nickel
131961,"2,21",Busarakhan,14-May-16,Biochemical Oxygen
131962,"29,42",Busarakhan,14-May-16,Chemical Oxygen Demand (Cr)
131963,0,Busarakhan,14-May-16,Atrazine
131964,0,Busarakhan,14-May-16,"p,p-DDT"
131965,0,Busarakhan,14-May-16,gamma-Hexachlorocyclohexane
131966,14,Tansanee,14-May-16,Water temperature
131967,"7,74",Tansanee,14-May-16,Dissolved oxygen
131968,"81,08",Tansanee,14-May-16,Oxygen saturation
131969,"241,81",Tansanee,14-May-16,Total hardness
131970,"237,13",Tansanee,14-May-16,Bicarbonates
131971,571,Tansanee,14-May-16,Total dissolved salts
131972,"0,72",Tansanee,14-May-16,Ammonium
131973,"0,106",Tansanee,14-May-16,Nitrites
131974,"2,211",Tansanee,14-May-16,Nitrates
131975,"4,559",Tansanee,14-May-16,Total nitrogen
131976,"0,04",Tansanee,14-May-16,Orthophosphate-phosphorus
131977,"0,109",Tansanee,14-May-16,Total phosphorus
131978,"85,431",Tansanee,14-May-16,Calcium
131979,"6,912",Tansanee,14-May-16,Magnesium
131980,"116,74",Tansanee,14-May-16,Chlorides
131981,"104,424",Tansanee,14-May-16,Sulphates
131982,"1,5",Tansanee,14-May-16,Biochemical Oxygen
131983,"86,786",Tansanee,14-May-16,Chemical Oxygen Demand (Cr)
131984,"9,474",Tansanee,14-May-16,Chemical Oxygen Demand (Mn)
131985,0,Tansanee,14-May-16,Anionic active surfactants
131986,"0,2332",Tansanee,14-May-16,Petroleum hydrocarbons
131987,0,Tansanee,14-May-16,Atrazine
131988,0,Tansanee,14-May-16,"p,p-DDT"
131989,0,Tansanee,14-May-16,gamma-Hexachlorocyclohexane
131990,"16,6",Chai,14-May-16,Water temperature
131991,"0,019",Kannika,14-May-16,AGOC-3A
131992,"0,031",Kannika,14-May-16,Methylosmoline
131993,"0,009",Kannika,14-May-16,Chlorodinine
131994,"0,046",Kannika,14-May-16,AGOC-3A
131995,"0,038",Kannika,14-May-16,Methylosmoline
131996,"0,053",Kannika,14-May-16,Chlorodinine
131997,"0,039",Kannika,14-May-16,AGOC-3A
131998,"0,008",Kannika,14-May-16,Methylosmoline
131999,"0,031",Kannika,14-May-16,Chlorodinine
132000,"0,018",Sakda,14-May-16,AGOC-3A
132001,"0,034",Sakda,14-May-16,Methylosmoline
132002,"0,011",Sakda,14-May-16,Chlorodinine
132003,"0,001",Sakda,14-May-16,AGOC-3A
132004,"0,046",Sakda,14-May-16,Methylosmoline
132005,"0,024",Sakda,14-May-16,Chlorodinine
132006,"0,041",Sakda,14-May-16,AGOC-3A
132007,"0,008",Sakda,14-May-16,Methylosmoline
132008,"0,021",Sakda,14-May-16,Chlorodinine
132009,"16,6",Chai,15-May-16,Water temperature
132010,"16,6",Chai,16-May-16,Water temperature
132011,17,Chai,17-May-16,Water temperature
132012,17,Chai,18-May-16,Water temperature
132013,"18,7",Decha,19-May-16,Water temperature
132014,8,Decha,19-May-16,Dissolved oxygen
132015,"86,04",Decha,19-May-16,Oxygen saturation
132016,"194,64",Decha,19-May-16,Total hardness
132017,"146,4",Decha,19-May-16,Bicarbonates
132018,376,Decha,19-May-16,Total dissolved salts
132019,"0,052",Decha,19-May-16,Ammonium
132020,"0,013",Decha,19-May-16,Nitrites
132021,"0,257",Decha,19-May-16,Nitrates
132022,"2,206",Decha,19-May-16,Total nitrogen
132023,"0,024",Decha,19-May-16,Orthophosphate-phosphorus
132024,"0,234",Decha,19-May-16,Total phosphorus
132025,"60,84",Decha,19-May-16,Sodium
132026,"9,83",Decha,19-May-16,Potassium
132027,"51,94",Decha,19-May-16,Calcium
132028,"15,75",Decha,19-May-16,Magnesium
132029,"104,94",Decha,19-May-16,Chlorides
132030,"40,1",Decha,19-May-16,Sulphates
132031,"3,02",Decha,19-May-16,Arsenic
132032,"4,3",Decha,19-May-16,Biochemical Oxygen
132033,"39,4",Decha,19-May-16,Chemical Oxygen Demand (Cr)
132034,"8,4",Decha,19-May-16,Chemical Oxygen Demand (Mn)
132035,"0,142",Decha,19-May-16,Anionic active surfactants
132036,0,Decha,19-May-16,Petroleum hydrocarbons
132037,0,Decha,19-May-16,Atrazine
132038,0,Decha,19-May-16,"p,p-DDT"
132039,0,Decha,19-May-16,gamma-Hexachlorocyclohexane
132040,"2,58",Decha,19-May-16,Macrozoobenthos
132041,17,Chai,19-May-16,Water temperature
132042,"17,6",Chai,20-May-16,Water temperature
132043,"8,8",Chai,20-May-16,Dissolved oxygen
132044,"0,072",Chai,20-May-16,Ammonium
132045,"0,0376",Chai,20-May-16,Nitrites
132046,"1,5",Chai,20-May-16,Nitrates
132047,"1,87",Chai,20-May-16,Total nitrogen
132048,"0,02",Chai,20-May-16,Orthophosphate-phosphorus
132049,"0,122",Chai,20-May-16,Total phosphorus
132050,"0,104",Chai,20-May-16,Total dissolved phosphorus
132051,"1,2",Chai,20-May-16,Biochemical Oxygen
132052,"17,4",Chai,20-May-16,Water temperature
132053,"8,57",Chai,20-May-16,Dissolved oxygen
132054,"0,086",Chai,20-May-16,Ammonium
132055,"0,0308",Chai,20-May-16,Nitrites
132056,"1,545",Chai,20-May-16,Nitrates
132057,2,Chai,20-May-16,Total nitrogen
132058,"0,048",Chai,20-May-16,Orthophosphate-phosphorus
132059,"0,105",Chai,20-May-16,Total phosphorus
132060,"0,075",Chai,20-May-16,Total dissolved phosphorus
132061,"1,37",Chai,20-May-16,Biochemical Oxygen
132062,"17,3",Chai,20-May-16,Water temperature
132063,"8,55",Chai,20-May-16,Dissolved oxygen
132064,"0,032",Chai,20-May-16,Ammonium
132065,"0,0261",Chai,20-May-16,Nitrites
132066,"1,405",Chai,20-May-16,Nitrates
132067,"1,79",Chai,20-May-16,Total nitrogen
132068,"0,069",Chai,20-May-16,Orthophosphate-phosphorus
132069,"0,1",Chai,20-May-16,Total phosphorus
132070,"0,089",Chai,20-May-16,Total dissolved phosphorus
132071,"1,25",Chai,20-May-16,Biochemical Oxygen
132072,17,Chai,21-May-16,Water temperature
132073,19,Somchair,22-May-16,Water temperature
132074,"8,05",Somchair,22-May-16,Dissolved oxygen
132075,"0,187",Somchair,22-May-16,Ammonium
132076,"0,067",Somchair,22-May-16,Nitrites
132077,"1,387",Somchair,22-May-16,Nitrates
132078,"2,09",Somchair,22-May-16,Total nitrogen
132079,"0,04",Somchair,22-May-16,Orthophosphate-phosphorus
132080,"0,113",Somchair,22-May-16,Total phosphorus
132081,"0,049",Somchair,22-May-16,Total dissolved phosphorus
132082,"1,3",Somchair,22-May-16,Biochemical Oxygen
132083,17,Chai,22-May-16,Water temperature
132084,"0,003",Somchair,22-May-16,AGOC-3A
132085,"130,496",Somchair,22-May-16,Methylosmoline
132086,"0,005",Somchair,22-May-16,Chlorodinine
132087,"0,069",Busarakhan,22-May-16,AGOC-3A
132088,"0,045",Busarakhan,22-May-16,Methylosmoline
132089,"0,022",Busarakhan,22-May-16,Chlorodinine
132090,"17,6",Chai,23-May-16,Water temperature
132091,"17,6",Chai,24-May-16,Water temperature
132092,"17,6",Chai,25-May-16,Water temperature
132093,22,Busarakhan,26-May-16,Water temperature
132094,"7,31",Busarakhan,26-May-16,Dissolved oxygen
132095,"0,085",Busarakhan,26-May-16,Ammonium
132096,"0,032",Busarakhan,26-May-16,Nitrites
132097,"1,267",Busarakhan,26-May-16,Nitrates
132098,"1,69",Busarakhan,26-May-16,Total nitrogen
132099,"0,035",Busarakhan,26-May-16,Orthophosphate-phosphorus
132100,"0,059",Busarakhan,26-May-16,Total phosphorus
132101,"0,05",Busarakhan,26-May-16,Total dissolved phosphorus
132102,"3,55",Busarakhan,26-May-16,Biochemical Oxygen
132103,"17,8",Chai,26-May-16,Water temperature
132104,18,Chai,27-May-16,Water temperature
132105,"19,5",Boonsri,28-May-16,Water temperature
132106,8,Boonsri,28-May-16,Dissolved oxygen
132107,"89,59",Boonsri,28-May-16,Oxygen saturation
132108,"161,53",Boonsri,28-May-16,Total hardness
132109,"168,97",Boonsri,28-May-16,Bicarbonates
132110,215,Boonsri,28-May-16,Total dissolved salts
132111,"0,052",Boonsri,28-May-16,Ammonium
132112,"0,032",Boonsri,28-May-16,Nitrites
132113,"1,06",Boonsri,28-May-16,Nitrates
132114,"1,442",Boonsri,28-May-16,Total nitrogen
132115,"0,022",Boonsri,28-May-16,Orthophosphate-phosphorus
132116,"0,043",Boonsri,28-May-16,Total phosphorus
132117,"0,025",Boonsri,28-May-16,Total dissolved phosphorus
132118,18,Boonsri,28-May-16,Sodium
132119,3,Boonsri,28-May-16,Potassium
132120,"47,38",Boonsri,28-May-16,Calcium
132121,"10,67",Boonsri,28-May-16,Magnesium
132122,"12,475",Boonsri,28-May-16,Chlorides
132123,"27,02",Boonsri,28-May-16,Sulphates
132124,"2,27",Boonsri,28-May-16,Biochemical Oxygen
132125,"12,54",Boonsri,28-May-16,Chemical Oxygen Demand (Cr)
132126,"3,07",Boonsri,28-May-16,Chemical Oxygen Demand (Mn)
132127,"3,82",Boonsri,28-May-16,Total organic carbon
132128,"0,211",Boonsri,28-May-16,Anionic active surfactants
132129,0,Boonsri,28-May-16,Petroleum hydrocarbons
132130,"16,4",Boonsri,28-May-16,AOX
132131,0,Boonsri,28-May-16,Atrazine
132132,0,Boonsri,28-May-16,"p,p-DDT"
132133,0,Boonsri,28-May-16,gamma-Hexachlorocyclohexane
132134,"19,5",Boonsri,28-May-16,Water temperature
132135,"7,9",Boonsri,28-May-16,Dissolved oxygen
132136,"88,47",Boonsri,28-May-16,Oxygen saturation
132137,"157,61",Boonsri,28-May-16,Total hardness
132138,"165,31",Boonsri,28-May-16,Bicarbonates
132139,218,Boonsri,28-May-16,Total dissolved salts
132140,"0,056",Boonsri,28-May-16,Ammonium
132141,"0,032",Boonsri,28-May-16,Nitrites
132142,"1,27",Boonsri,28-May-16,Nitrates
132143,"1,934",Boonsri,28-May-16,Total nitrogen
132144,"0,023",Boonsri,28-May-16,Orthophosphate-phosphorus
132145,"0,045",Boonsri,28-May-16,Total phosphorus
132146,"0,029",Boonsri,28-May-16,Total dissolved phosphorus
132147,18,Boonsri,28-May-16,Sodium
132148,3,Boonsri,28-May-16,Potassium
132149,"47,38",Boonsri,28-May-16,Calcium
132150,"9,7",Boonsri,28-May-16,Magnesium
132151,"13,209",Boonsri,28-May-16,Chlorides
132152,"22,17",Boonsri,28-May-16,Sulphates
132153,"2,01",Boonsri,28-May-16,Biochemical Oxygen
132154,"11,53",Boonsri,28-May-16,Chemical Oxygen Demand (Cr)
132155,"3,01",Boonsri,28-May-16,Chemical Oxygen Demand (Mn)
132156,"3,679",Boonsri,28-May-16,Total organic carbon
132157,"0,164",Boonsri,28-May-16,Anionic active surfactants
132158,0,Boonsri,28-May-16,Petroleum hydrocarbons
132159,"15,2",Boonsri,28-May-16,AOX
132160,0,Boonsri,28-May-16,Atrazine
132161,0,Boonsri,28-May-16,"p,p-DDT"
132162,0,Boonsri,28-May-16,gamma-Hexachlorocyclohexane
132163,"29,5",Boonsri,28-May-16,Water temperature
132164,"7,7",Boonsri,28-May-16,Dissolved oxygen
132165,"86,23",Boonsri,28-May-16,Oxygen saturation
132166,"153,69",Boonsri,28-May-16,Total hardness
132167,"166,53",Boonsri,28-May-16,Bicarbonates
132168,222,Boonsri,28-May-16,Total dissolved salts
132169,"0,057",Boonsri,28-May-16,Ammonium
132170,"0,033",Boonsri,28-May-16,Nitrites
