,value,location,sample date,measure
83078,2,Boonsri,21-Aug-09,Potassium
83079,"46,99",Boonsri,21-Aug-09,Calcium
83080,"16,49",Boonsri,21-Aug-09,Magnesium
83081,"23,99",Boonsri,21-Aug-09,Chlorides
83082,"50,12",Boonsri,21-Aug-09,Sulphates
83083,"0,05",Boonsri,21-Aug-09,Manganese
83084,"1,2",Boonsri,21-Aug-09,Biochemical Oxygen
83085,"9,44",Boonsri,21-Aug-09,Chemical Oxygen Demand (Cr)
83086,"2,24",Boonsri,21-Aug-09,Chemical Oxygen Demand (Mn)
83087,"0,05",Boonsri,21-Aug-09,Anionic active surfactants
83088,"0,1",Boonsri,21-Aug-09,Petroleum hydrocarbons
83089,0,Boonsri,21-Aug-09,AOX
83090,"0,25",Boonsri,21-Aug-09,Tetrachloromethane
83091,"0,001",Boonsri,21-Aug-09,"1,2,4-Trichlorobenzene"
83092,"0,001",Boonsri,21-Aug-09,"1,2,3-Trichlorobenzene"
83093,"0,001",Boonsri,21-Aug-09,Pentachlorobenzene
83094,"0,003",Boonsri,21-Aug-09,Acenaphthene
83095,"0,004",Boonsri,21-Aug-09,Acenaphthylene
83096,"0,005",Boonsri,21-Aug-09,Anthracene
83097,"0,0035",Boonsri,21-Aug-09,Benzo(a)anthracene
83098,"0,0075",Boonsri,21-Aug-09,Benzo(a)pyrene
83099,"0,0075",Boonsri,21-Aug-09,Benzo(b)fluoranthene
83100,"0,0075",Boonsri,21-Aug-09,Benzo(k)fluoranthene
83101,"0,003",Boonsri,21-Aug-09,Chrysene
83102,"0,0045",Boonsri,21-Aug-09,Fluoranthene
83103,"0,01",Boonsri,21-Aug-09,Naphthalene
83104,"0,005",Boonsri,21-Aug-09,Phenanthrene
83105,"0,003",Boonsri,21-Aug-09,Pyrene
83106,"0,001",Boonsri,21-Aug-09,PCB 101
83107,"0,002",Boonsri,21-Aug-09,PCB 138
83108,"0,002",Boonsri,21-Aug-09,PCB 153
83109,"0,002",Boonsri,21-Aug-09,PCB 180
83110,"0,001",Boonsri,21-Aug-09,Hexachlorobenzene
83111,"0,001",Boonsri,21-Aug-09,"p,p-DDT"
83112,"0,001",Boonsri,21-Aug-09,gamma-Hexachlorocyclohexane
83113,"0,001",Boonsri,21-Aug-09,Aldrin
83114,"0,001",Boonsri,21-Aug-09,Endrin
83115,"0,001",Boonsri,21-Aug-09,Isodrin
83116,"7,9",Boonsri,21-Aug-09,Total coliforms
83117,"0,6",Boonsri,21-Aug-09,Fecal coliforms
83118,"0,013",Boonsri,21-Aug-09,Fecal streptococci 
83119,28,Chai,23-Aug-09,Water temperature
83120,"7,5",Chai,23-Aug-09,Dissolved oxygen
83121,"97,15",Chai,23-Aug-09,Oxygen saturation
83122,"137,4",Chai,23-Aug-09,Total hardness
83123,278,Chai,23-Aug-09,Total dissolved salts
83124,"0,121",Chai,23-Aug-09,Ammonium
83125,"0,016",Chai,23-Aug-09,Nitrites
83126,"1,23",Chai,23-Aug-09,Nitrates
83127,"1,63",Chai,23-Aug-09,Total nitrogen
83128,"0,049",Chai,23-Aug-09,Orthophosphate-phosphorus
83129,"0,1193",Chai,23-Aug-09,Total phosphorus
83130,"8,99",Chai,23-Aug-09,Silica (SiO2)
83131,23,Chai,23-Aug-09,Sodium
83132,"2,1",Chai,23-Aug-09,Potassium
83133,"57,26",Chai,23-Aug-09,Calcium
83134,"24,81",Chai,23-Aug-09,Magnesium
83135,"36,6",Chai,23-Aug-09,Chlorides
83136,"27,1",Chai,23-Aug-09,Sulphates
83137,"0,002",Chai,23-Aug-09,Cyanides
83138,"0,021",Chai,23-Aug-09,Sulfides
83139,"0,43",Chai,23-Aug-09,Iron
83140,0,Chai,23-Aug-09,Manganese
83141,0,Chai,23-Aug-09,Manganese
83142,0,Chai,23-Aug-09,Zinc
83143,"3,2",Chai,23-Aug-09,Copper
83144,"2,1",Chai,23-Aug-09,Chromium
83145,"1,1",Chai,23-Aug-09,Lead
83146,"0,85",Chai,23-Aug-09,Cadmium
83147,"0,055",Chai,23-Aug-09,Mercury
83148,1,Chai,23-Aug-09,Nickel
83149,1,Chai,23-Aug-09,Arsenic
83150,"2,3",Chai,23-Aug-09,Biochemical Oxygen
83151,"19,68",Chai,23-Aug-09,Chemical Oxygen Demand (Cr)
83152,"3,91",Chai,23-Aug-09,Chemical Oxygen Demand (Mn)
83153,"3,69",Chai,23-Aug-09,Total organic carbon
83154,"0,1425",Chai,23-Aug-09,Anionic active surfactants
83155,"0,0184",Chai,23-Aug-09,Petroleum hydrocarbons
83156,0,Chai,23-Aug-09,AOX
83157,"0,602",Chai,23-Aug-09,Tetrachloromethane
83158,"0,5",Chai,23-Aug-09,Atrazine
83159,"0,03",Chai,23-Aug-09,"p,p-DDT"
83160,"0,01",Chai,23-Aug-09,gamma-Hexachlorocyclohexane
83161,"2,3",Chai,23-Aug-09,Total coliforms
83162,"0,45",Chai,23-Aug-09,Fecal coliforms
83163,"0,13",Chai,23-Aug-09,Fecal streptococci 
83164,26,Chai,23-Aug-09,Water temperature
83165,"7,6",Chai,23-Aug-09,Dissolved oxygen
83166,"94,76",Chai,23-Aug-09,Oxygen saturation
83167,"120,2",Chai,23-Aug-09,Total hardness
83168,279,Chai,23-Aug-09,Total dissolved salts
83169,"0,133",Chai,23-Aug-09,Ammonium
83170,"0,016",Chai,23-Aug-09,Nitrites
83171,"1,15",Chai,23-Aug-09,Nitrates
83172,"1,54",Chai,23-Aug-09,Total nitrogen
83173,"0,044",Chai,23-Aug-09,Orthophosphate-phosphorus
83174,"0,1282",Chai,23-Aug-09,Total phosphorus
83175,"3,722",Chai,23-Aug-09,Silica (SiO2)
83176,"22,4",Chai,23-Aug-09,Sodium
83177,"2,1",Chai,23-Aug-09,Potassium
83178,"44,99",Chai,23-Aug-09,Calcium
83179,"24,81",Chai,23-Aug-09,Magnesium
83180,"36,6",Chai,23-Aug-09,Chlorides
83181,"26,4",Chai,23-Aug-09,Sulphates
83182,"0,002",Chai,23-Aug-09,Cyanides
83183,"0,025",Chai,23-Aug-09,Sulfides
83184,"0,52",Chai,23-Aug-09,Iron
83185,0,Chai,23-Aug-09,Manganese
83186,0,Chai,23-Aug-09,Manganese
83187,0,Chai,23-Aug-09,Zinc
83188,"3,6",Chai,23-Aug-09,Copper
83189,"2,6",Chai,23-Aug-09,Chromium
83190,"1,2",Chai,23-Aug-09,Lead
83191,"0,86",Chai,23-Aug-09,Cadmium
83192,"0,06",Chai,23-Aug-09,Mercury
83193,"1,1",Chai,23-Aug-09,Nickel
83194,"1,2",Chai,23-Aug-09,Arsenic
