,value,location,sample date,measure
68418,"0,013",Boonsri,10-Jan-08,Nitrites
68419,"1,175",Boonsri,10-Jan-08,Nitrates
68420,"0,1",Boonsri,10-Jan-08,Orthophosphate-phosphorus
68421,"0,19",Boonsri,10-Jan-08,Total phosphorus
68422,"10,44",Boonsri,10-Jan-08,Silica (SiO2)
68423,23,Boonsri,10-Jan-08,Sodium
68424,3,Boonsri,10-Jan-08,Potassium
68425,"38,86",Boonsri,10-Jan-08,Calcium
68426,"19,4",Boonsri,10-Jan-08,Magnesium
68427,"18,26",Boonsri,10-Jan-08,Chlorides
68428,"31,5",Boonsri,10-Jan-08,Sulphates
68429,"0,036",Boonsri,10-Jan-08,Manganese
68430,"3,97",Boonsri,10-Jan-08,Biochemical Oxygen
68431,"9,04",Boonsri,10-Jan-08,Chemical Oxygen Demand (Cr)
68432,"2,28",Boonsri,10-Jan-08,Chemical Oxygen Demand (Mn)
68433,"0,046",Boonsri,10-Jan-08,Anionic active surfactants
68434,2,Boonsri,10-Jan-08,Water temperature
68435,"12,31",Boonsri,10-Jan-08,Dissolved oxygen
68436,"88,8",Boonsri,10-Jan-08,Oxygen saturation
68437,"101,6",Boonsri,10-Jan-08,Total hardness
68438,"207,4",Boonsri,10-Jan-08,Bicarbonates
68439,254,Boonsri,10-Jan-08,Total dissolved salts
68440,"0,543",Boonsri,10-Jan-08,Ammonium
68441,"0,015",Boonsri,10-Jan-08,Nitrites
68442,"1,401",Boonsri,10-Jan-08,Nitrates
68443,"0,08",Boonsri,10-Jan-08,Orthophosphate-phosphorus
68444,"0,16",Boonsri,10-Jan-08,Total phosphorus
68445,"10,48",Boonsri,10-Jan-08,Silica (SiO2)
68446,25,Boonsri,10-Jan-08,Sodium
68447,3,Boonsri,10-Jan-08,Potassium
68448,"37,24",Boonsri,10-Jan-08,Calcium
68449,"21,38",Boonsri,10-Jan-08,Magnesium
68450,"19,7",Boonsri,10-Jan-08,Chlorides
68451,37,Boonsri,10-Jan-08,Sulphates
68452,"0,024",Boonsri,10-Jan-08,Manganese
68453,"2,82",Boonsri,10-Jan-08,Biochemical Oxygen
68454,"8,56",Boonsri,10-Jan-08,Chemical Oxygen Demand (Cr)
68455,"2,19",Boonsri,10-Jan-08,Chemical Oxygen Demand (Mn)
68456,"0,046",Boonsri,10-Jan-08,Anionic active surfactants
68457,2,Boonsri,10-Jan-08,Water temperature
68458,"11,7",Boonsri,10-Jan-08,Dissolved oxygen
68459,"84,4",Boonsri,10-Jan-08,Oxygen saturation
68460,"97,4",Boonsri,10-Jan-08,Total hardness
68461,"201,3",Boonsri,10-Jan-08,Bicarbonates
68462,240,Boonsri,10-Jan-08,Total dissolved salts
68463,"0,652",Boonsri,10-Jan-08,Ammonium
68464,"0,014",Boonsri,10-Jan-08,Nitrites
68465,"1,582",Boonsri,10-Jan-08,Nitrates
68466,"0,09",Boonsri,10-Jan-08,Orthophosphate-phosphorus
68467,"0,21",Boonsri,10-Jan-08,Total phosphorus
68468,"9,08",Boonsri,10-Jan-08,Silica (SiO2)
68469,23,Boonsri,10-Jan-08,Sodium
68470,3,Boonsri,10-Jan-08,Potassium
68471,34,Boonsri,10-Jan-08,Calcium
68472,"21,34",Boonsri,10-Jan-08,Magnesium
68473,"19,22",Boonsri,10-Jan-08,Chlorides
68474,"30,5",Boonsri,10-Jan-08,Sulphates
68475,"0,028",Boonsri,10-Jan-08,Manganese
68476,"2,95",Boonsri,10-Jan-08,Biochemical Oxygen
68477,"9,52",Boonsri,10-Jan-08,Chemical Oxygen Demand (Cr)
68478,"2,43",Boonsri,10-Jan-08,Chemical Oxygen Demand (Mn)
68479,"0,055",Boonsri,10-Jan-08,Anionic active surfactants
68480,3,Kannika,10-Jan-08,Water temperature
68481,"11,84",Kannika,10-Jan-08,Dissolved oxygen
68482,"87,7",Kannika,10-Jan-08,Oxygen saturation
68483,"119,8",Kannika,10-Jan-08,Total hardness
68484,"211,6",Kannika,10-Jan-08,Bicarbonates
68485,318,Kannika,10-Jan-08,Total dissolved salts
68486,"0,434",Kannika,10-Jan-08,Ammonium
68487,"0,034",Kannika,10-Jan-08,Nitrites
68488,"1,67",Kannika,10-Jan-08,Nitrates
68489,"2,55",Kannika,10-Jan-08,Total nitrogen
68490,"0,018",Kannika,10-Jan-08,Orthophosphate-phosphorus
68491,"8,153",Kannika,10-Jan-08,Silica (SiO2)
68492,"28,4",Kannika,10-Jan-08,Sodium
68493,"2,4",Kannika,10-Jan-08,Potassium
68494,"62,2",Kannika,10-Jan-08,Calcium
68495,"14,1",Kannika,10-Jan-08,Magnesium
68496,"14,6",Kannika,10-Jan-08,Barium
68497,"27,5",Kannika,10-Jan-08,Chlorides
68498,"40,82",Kannika,10-Jan-08,Sulphates
68499,"0,002",Kannika,10-Jan-08,Cyanides
68500,"0,1",Kannika,10-Jan-08,Sulfides
68501,"1,2",Kannika,10-Jan-08,Iron
68502,"0,046",Kannika,10-Jan-08,Manganese
68503,"22,5",Kannika,10-Jan-08,Zinc
68504,"20,2",Kannika,10-Jan-08,Copper
68505,3,Kannika,10-Jan-08,Chromium
68506,"2,4",Kannika,10-Jan-08,Lead
68507,"0,098",Kannika,10-Jan-08,Cadmium
68508,"0,097",Kannika,10-Jan-08,Mercury
68509,"2,4",Kannika,10-Jan-08,Nickel
68510,"0,58",Kannika,10-Jan-08,Arsenic
68511,"0,038",Kannika,10-Jan-08,Selenium
68512,"2,92",Kannika,10-Jan-08,Biochemical Oxygen
68513,"25,8",Kannika,10-Jan-08,Chemical Oxygen Demand (Cr)
68514,"4,7",Kannika,10-Jan-08,Chemical Oxygen Demand (Mn)
68515,"2,2",Kannika,10-Jan-08,Total organic carbon
68516,"0,11",Kannika,10-Jan-08,Anionic active surfactants
68517,"0,032",Kannika,10-Jan-08,Petroleum hydrocarbons
68518,"17,8",Kannika,10-Jan-08,AOX
68519,"0,25",Kannika,10-Jan-08,Tetrachloromethane
68520,"3,5",Kannika,10-Jan-08,Total coliforms
68521,"1,3",Kannika,10-Jan-08,Fecal coliforms
68522,"0,92",Kannika,10-Jan-08,Fecal streptococci 
68523,3,Kannika,10-Jan-08,Water temperature
68524,"11,67",Kannika,10-Jan-08,Dissolved oxygen
68525,"86,5",Kannika,10-Jan-08,Oxygen saturation
68526,"119,8",Kannika,10-Jan-08,Total hardness
68527,"211,6",Kannika,10-Jan-08,Bicarbonates
68528,317,Kannika,10-Jan-08,Total dissolved salts
68529,"0,375",Kannika,10-Jan-08,Ammonium
68530,"0,037",Kannika,10-Jan-08,Nitrites
68531,"1,69",Kannika,10-Jan-08,Nitrates
68532,"2,52",Kannika,10-Jan-08,Total nitrogen
68533,"0,035",Kannika,10-Jan-08,Orthophosphate-phosphorus
68534,"8,335",Kannika,10-Jan-08,Silica (SiO2)
68535,"28,6",Kannika,10-Jan-08,Sodium
68536,"2,6",Kannika,10-Jan-08,Potassium
68537,"62,2",Kannika,10-Jan-08,Calcium
68538,"14,1",Kannika,10-Jan-08,Magnesium
68539,"14,5",Kannika,10-Jan-08,Barium
68540,"27,5",Kannika,10-Jan-08,Chlorides
68541,"40,82",Kannika,10-Jan-08,Sulphates
68542,"0,002",Kannika,10-Jan-08,Cyanides
68543,"0,1",Kannika,10-Jan-08,Sulfides
68544,"0,98",Kannika,10-Jan-08,Iron
68545,"0,048",Kannika,10-Jan-08,Manganese
68546,"28,6",Kannika,10-Jan-08,Zinc
68547,"18,4",Kannika,10-Jan-08,Copper
68548,"2,2",Kannika,10-Jan-08,Chromium
68549,"2,6",Kannika,10-Jan-08,Lead
68550,"0,103",Kannika,10-Jan-08,Cadmium
68551,"0,083",Kannika,10-Jan-08,Mercury
68552,"2,6",Kannika,10-Jan-08,Nickel
68553,"0,63",Kannika,10-Jan-08,Arsenic
68554,"0,035",Kannika,10-Jan-08,Selenium
68555,"2,82",Kannika,10-Jan-08,Biochemical Oxygen
68556,"24,3",Kannika,10-Jan-08,Chemical Oxygen Demand (Cr)
68557,"4,7",Kannika,10-Jan-08,Chemical Oxygen Demand (Mn)
68558,"1,61",Kannika,10-Jan-08,Total organic carbon
68559,"0,083",Kannika,10-Jan-08,Anionic active surfactants
68560,"0,033",Kannika,10-Jan-08,Petroleum hydrocarbons
68561,"16,2",Kannika,10-Jan-08,AOX
68562,"0,25",Kannika,10-Jan-08,Tetrachloromethane
68563,"5,4",Kannika,10-Jan-08,Total coliforms
68564,"1,7",Kannika,10-Jan-08,Fecal coliforms
68565,"0,35",Kannika,10-Jan-08,Fecal streptococci 
68566,3,Kannika,10-Jan-08,Water temperature
68567,"11,78",Kannika,10-Jan-08,Dissolved oxygen
68568,"87,3",Kannika,10-Jan-08,Oxygen saturation
68569,"119,8",Kannika,10-Jan-08,Total hardness
68570,"217,8",Kannika,10-Jan-08,Bicarbonates
68571,320,Kannika,10-Jan-08,Total dissolved salts
68572,"0,447",Kannika,10-Jan-08,Ammonium
68573,"0,038",Kannika,10-Jan-08,Nitrites
68574,"1,3",Kannika,10-Jan-08,Nitrates
68575,"2,13",Kannika,10-Jan-08,Total nitrogen
68576,"0,105",Kannika,10-Jan-08,Orthophosphate-phosphorus
68577,"8,239",Kannika,10-Jan-08,Silica (SiO2)
68578,"28,2",Kannika,10-Jan-08,Sodium
68579,"2,4",Kannika,10-Jan-08,Potassium
68580,"62,2",Kannika,10-Jan-08,Calcium
68581,"14,1",Kannika,10-Jan-08,Magnesium
68582,"13,2",Kannika,10-Jan-08,Barium
68583,"27,5",Kannika,10-Jan-08,Chlorides
68584,"40,36",Kannika,10-Jan-08,Sulphates
68585,"0,002",Kannika,10-Jan-08,Cyanides
68586,"0,1",Kannika,10-Jan-08,Sulfides
68587,"1,15",Kannika,10-Jan-08,Iron
68588,"0,043",Kannika,10-Jan-08,Manganese
68589,"29,3",Kannika,10-Jan-08,Zinc
68590,"18,2",Kannika,10-Jan-08,Copper
68591,"2,4",Kannika,10-Jan-08,Chromium
68592,"2,5",Kannika,10-Jan-08,Lead
68593,"0,115",Kannika,10-Jan-08,Cadmium
68594,"0,105",Kannika,10-Jan-08,Mercury
68595,3,Kannika,10-Jan-08,Nickel
68596,"0,44",Kannika,10-Jan-08,Arsenic
68597,"0,036",Kannika,10-Jan-08,Selenium
68598,"2,81",Kannika,10-Jan-08,Biochemical Oxygen
68599,"28,6",Kannika,10-Jan-08,Chemical Oxygen Demand (Cr)
68600,"5,01",Kannika,10-Jan-08,Chemical Oxygen Demand (Mn)
68601,"1,75",Kannika,10-Jan-08,Total organic carbon
68602,"0,09",Kannika,10-Jan-08,Anionic active surfactants
68603,"0,03",Kannika,10-Jan-08,Petroleum hydrocarbons
68604,"14,4",Kannika,10-Jan-08,AOX
68605,"0,25",Kannika,10-Jan-08,Tetrachloromethane
68606,16,Kannika,10-Jan-08,Total coliforms
68607,16,Kannika,10-Jan-08,Fecal coliforms
68608,"0,54",Kannika,10-Jan-08,Fecal streptococci 
68609,2,Sakda,12-Jan-08,Water temperature
68610,"11,47",Sakda,12-Jan-08,Dissolved oxygen
68611,"82,7",Sakda,12-Jan-08,Oxygen saturation
68612,147,Sakda,12-Jan-08,Total hardness
68613,"218,8",Sakda,12-Jan-08,Bicarbonates
68614,265,Sakda,12-Jan-08,Total dissolved salts
68615,"0,47",Sakda,12-Jan-08,Ammonium
68616,"0,015",Sakda,12-Jan-08,Nitrites
68617,"0,64",Sakda,12-Jan-08,Nitrates
68618,"1,34",Sakda,12-Jan-08,Total nitrogen
68619,"0,028",Sakda,12-Jan-08,Orthophosphate-phosphorus
68620,"8,074",Sakda,12-Jan-08,Silica (SiO2)
68621,"62,2",Sakda,12-Jan-08,Calcium
68622,26,Sakda,12-Jan-08,Magnesium
68623,"20,12",Sakda,12-Jan-08,Barium
68624,"27,57",Sakda,12-Jan-08,Chlorides
68625,"41,04",Sakda,12-Jan-08,Sulphates
68626,"0,002",Sakda,12-Jan-08,Cyanides
68627,"0,1",Sakda,12-Jan-08,Sulfides
68628,"0,96",Sakda,12-Jan-08,Iron
68629,"0,035",Sakda,12-Jan-08,Manganese
68630,"30,6",Sakda,12-Jan-08,Zinc
68631,20,Sakda,12-Jan-08,Copper
68632,"2,2",Sakda,12-Jan-08,Chromium
68633,"2,5",Sakda,12-Jan-08,Lead
68634,"0,083",Sakda,12-Jan-08,Cadmium
68635,"0,053",Sakda,12-Jan-08,Mercury
68636,2,Sakda,12-Jan-08,Nickel
68637,"0,46",Sakda,12-Jan-08,Arsenic
68638,"0,046",Sakda,12-Jan-08,Selenium
68639,"3,76",Sakda,12-Jan-08,Biochemical Oxygen
68640,"32,3",Sakda,12-Jan-08,Chemical Oxygen Demand (Cr)
68641,"3,83",Sakda,12-Jan-08,Chemical Oxygen Demand (Mn)
68642,"2,81",Sakda,12-Jan-08,Total organic carbon
68643,"0,083",Sakda,12-Jan-08,Anionic active surfactants
68644,"0,01",Sakda,12-Jan-08,Petroleum hydrocarbons
68645,"18,8",Sakda,12-Jan-08,AOX
68646,"0,25",Sakda,12-Jan-08,Tetrachloromethane
68647,"2,8",Sakda,12-Jan-08,Total coliforms
68648,"0,23",Sakda,12-Jan-08,Fecal coliforms
68649,"0,36",Sakda,12-Jan-08,Fecal streptococci 
68650,2,Sakda,12-Jan-08,Water temperature
68651,"11,31",Sakda,12-Jan-08,Dissolved oxygen
68652,"81,6",Sakda,12-Jan-08,Oxygen saturation
68653,147,Sakda,12-Jan-08,Total hardness
68654,224,Sakda,12-Jan-08,Bicarbonates
68655,265,Sakda,12-Jan-08,Total dissolved salts
68656,"0,777",Sakda,12-Jan-08,Ammonium
68657,"0,016",Sakda,12-Jan-08,Nitrites
68658,"1,28",Sakda,12-Jan-08,Nitrates
68659,"2,47",Sakda,12-Jan-08,Total nitrogen
68660,"0,078",Sakda,12-Jan-08,Orthophosphate-phosphorus
68661,"7,879",Sakda,12-Jan-08,Silica (SiO2)
68662,"62,2",Sakda,12-Jan-08,Calcium
68663,26,Sakda,12-Jan-08,Magnesium
68664,"19,7",Sakda,12-Jan-08,Barium
68665,"27,57",Sakda,12-Jan-08,Chlorides
68666,"40,69",Sakda,12-Jan-08,Sulphates
68667,"0,002",Sakda,12-Jan-08,Cyanides
68668,"0,1",Sakda,12-Jan-08,Sulfides
68669,"0,98",Sakda,12-Jan-08,Iron
68670,"0,044",Sakda,12-Jan-08,Manganese
68671,12,Sakda,12-Jan-08,Zinc
68672,"18,5",Sakda,12-Jan-08,Copper
68673,"2,1",Sakda,12-Jan-08,Chromium
68674,"2,8",Sakda,12-Jan-08,Lead
68675,"0,101",Sakda,12-Jan-08,Cadmium
68676,"0,048",Sakda,12-Jan-08,Mercury
68677,2,Sakda,12-Jan-08,Nickel
68678,"0,55",Sakda,12-Jan-08,Arsenic
68679,"0,048",Sakda,12-Jan-08,Selenium
68680,"3,45",Sakda,12-Jan-08,Biochemical Oxygen
68681,"35,4",Sakda,12-Jan-08,Chemical Oxygen Demand (Cr)
68682,"3,74",Sakda,12-Jan-08,Chemical Oxygen Demand (Mn)
68683,"1,94",Sakda,12-Jan-08,Total organic carbon
68684,"0,091",Sakda,12-Jan-08,Anionic active surfactants
68685,"0,014",Sakda,12-Jan-08,Petroleum hydrocarbons
68686,"20,2",Sakda,12-Jan-08,AOX
68687,"0,25",Sakda,12-Jan-08,Tetrachloromethane
68688,16,Sakda,12-Jan-08,Total coliforms
68689,"0,7",Sakda,12-Jan-08,Fecal coliforms
68690,"0,36",Sakda,12-Jan-08,Fecal streptococci 
68691,2,Sakda,12-Jan-08,Water temperature
68692,"11,29",Sakda,12-Jan-08,Dissolved oxygen
68693,"81,4",Sakda,12-Jan-08,Oxygen saturation
68694,147,Sakda,12-Jan-08,Total hardness
68695,"211,6",Sakda,12-Jan-08,Bicarbonates
68696,261,Sakda,12-Jan-08,Total dissolved salts
68697,"1,03",Sakda,12-Jan-08,Ammonium
68698,"0,018",Sakda,12-Jan-08,Nitrites
68699,"1,55",Sakda,12-Jan-08,Nitrates
68700,"3,1",Sakda,12-Jan-08,Total nitrogen
