,value,location,sample date,measure
73305,"28,94",Chai,23-Aug-08,Chemical Oxygen Demand (Cr)
73306,"2,3",Chai,23-Aug-08,Chemical Oxygen Demand (Mn)
73307,"0,06",Chai,23-Aug-08,Anionic active surfactants
73308,"0,041",Chai,23-Aug-08,Petroleum hydrocarbons
73309,"0,25",Chai,23-Aug-08,Tetrachloromethane
73310,"0,5",Chai,23-Aug-08,Atrazine
73311,"0,01",Chai,23-Aug-08,"p,p-DDT"
73312,"0,04",Chai,23-Aug-08,gamma-Hexachlorocyclohexane
73313,16,Chai,23-Aug-08,Total coliforms
73314,16,Chai,23-Aug-08,Fecal coliforms
73315,"0,049",Chai,23-Aug-08,Fecal streptococci 
73316,27,Chai,23-Aug-08,Water temperature
73317,"6,1",Chai,23-Aug-08,Dissolved oxygen
73318,"77,5",Chai,23-Aug-08,Oxygen saturation
73319,132,Chai,23-Aug-08,Total hardness
73320,"171,41",Chai,23-Aug-08,Bicarbonates
73321,255,Chai,23-Aug-08,Total dissolved salts
73322,"0,125",Chai,23-Aug-08,Ammonium
73323,"0,006",Chai,23-Aug-08,Nitrites
73324,"0,6",Chai,23-Aug-08,Nitrates
73325,"0,876",Chai,23-Aug-08,Total nitrogen
73326,"0,061",Chai,23-Aug-08,Orthophosphate-phosphorus
73327,"0,081",Chai,23-Aug-08,Total phosphorus
73328,"1,932",Chai,23-Aug-08,Silica (SiO2)
73329,"171,41",Chai,23-Aug-08,Sodium
73330,"51,08",Chai,23-Aug-08,Calcium
73331,"26,16",Chai,23-Aug-08,Magnesium
73332,"28,8",Chai,23-Aug-08,Chlorides
73333,"31,2",Chai,23-Aug-08,Sulphates
73334,"0,002",Chai,23-Aug-08,Cyanides
73335,"0,1",Chai,23-Aug-08,Sulfides
73336,"1,6",Chai,23-Aug-08,Biochemical Oxygen
73337,"24,12",Chai,23-Aug-08,Chemical Oxygen Demand (Cr)
73338,"2,1",Chai,23-Aug-08,Chemical Oxygen Demand (Mn)
73339,"0,062",Chai,23-Aug-08,Anionic active surfactants
73340,"0,044",Chai,23-Aug-08,Petroleum hydrocarbons
73341,"0,25",Chai,23-Aug-08,Tetrachloromethane
73342,"0,5",Chai,23-Aug-08,Atrazine
73343,"0,04",Chai,23-Aug-08,"p,p-DDT"
73344,"0,04",Chai,23-Aug-08,gamma-Hexachlorocyclohexane
73345,35,Chai,23-Aug-08,Total coliforms
73346,"3,6",Chai,23-Aug-08,Fecal coliforms
73347,"0,07",Chai,23-Aug-08,Fecal streptococci 
73348,27,Chai,23-Aug-08,Water temperature
73349,"6,4",Chai,23-Aug-08,Dissolved oxygen
73350,"81,3",Chai,23-Aug-08,Oxygen saturation
73351,"115,5",Chai,23-Aug-08,Total hardness
73352,"171,41",Chai,23-Aug-08,Bicarbonates
73353,255,Chai,23-Aug-08,Total dissolved salts
73354,"0,134",Chai,23-Aug-08,Ammonium
73355,"0,009",Chai,23-Aug-08,Nitrites
73356,"0,6",Chai,23-Aug-08,Nitrates
73357,"0,89",Chai,23-Aug-08,Total nitrogen
73358,"0,063",Chai,23-Aug-08,Orthophosphate-phosphorus
73359,"0,078",Chai,23-Aug-08,Total phosphorus
73360,"1,968",Chai,23-Aug-08,Silica (SiO2)
73361,"171,41",Chai,23-Aug-08,Sodium
73362,"47,15",Chai,23-Aug-08,Calcium
73363,"21,49",Chai,23-Aug-08,Magnesium
73364,"28,8",Chai,23-Aug-08,Chlorides
73365,"29,2",Chai,23-Aug-08,Sulphates
73366,"0,002",Chai,23-Aug-08,Cyanides
73367,"0,1",Chai,23-Aug-08,Sulfides
73368,"1,44",Chai,23-Aug-08,Biochemical Oxygen
73369,"24,12",Chai,23-Aug-08,Chemical Oxygen Demand (Cr)
73370,2,Chai,23-Aug-08,Chemical Oxygen Demand (Mn)
73371,"0,059",Chai,23-Aug-08,Anionic active surfactants
73372,"0,047",Chai,23-Aug-08,Petroleum hydrocarbons
73373,"0,25",Chai,23-Aug-08,Tetrachloromethane
73374,"0,5",Chai,23-Aug-08,Atrazine
73375,"0,02",Chai,23-Aug-08,"p,p-DDT"
73376,"0,04",Chai,23-Aug-08,gamma-Hexachlorocyclohexane
73377,24,Chai,23-Aug-08,Total coliforms
73378,24,Chai,23-Aug-08,Fecal coliforms
73379,"0,023",Chai,23-Aug-08,Fecal streptococci 
73380,23,Boonsri,28-Aug-08,Water temperature
73381,"5,94",Boonsri,28-Aug-08,Dissolved oxygen
73382,"69,8",Boonsri,28-Aug-08,Oxygen saturation
73383,"97,1",Boonsri,28-Aug-08,Total hardness
73384,"189,1",Boonsri,28-Aug-08,Bicarbonates
73385,224,Boonsri,28-Aug-08,Total dissolved salts
73386,"0,163",Boonsri,28-Aug-08,Ammonium
73387,"0,03",Boonsri,28-Aug-08,Nitrites
73388,"0,926",Boonsri,28-Aug-08,Nitrates
73389,"0,026",Boonsri,28-Aug-08,Orthophosphate-phosphorus
73390,"0,061",Boonsri,28-Aug-08,Total phosphorus
73391,"8,078",Boonsri,28-Aug-08,Silica (SiO2)
73392,16,Boonsri,28-Aug-08,Sodium
73393,3,Boonsri,28-Aug-08,Potassium
73394,"54,27",Boonsri,28-Aug-08,Calcium
73395,"8,73",Boonsri,28-Aug-08,Magnesium
73396,"16,76",Boonsri,28-Aug-08,Chlorides
73397,"26,86",Boonsri,28-Aug-08,Sulphates
73398,"0,1",Boonsri,28-Aug-08,Sulfides
73399,"0,071",Boonsri,28-Aug-08,Manganese
73400,"1,05",Boonsri,28-Aug-08,Biochemical Oxygen
73401,"7,8",Boonsri,28-Aug-08,Chemical Oxygen Demand (Cr)
73402,"1,28",Boonsri,28-Aug-08,Chemical Oxygen Demand (Mn)
73403,"0,058",Boonsri,28-Aug-08,Anionic active surfactants
73404,"1,91",Boonsri,28-Aug-08,Macrozoobenthos
73405,"4,9",Boonsri,28-Aug-08,Total coliforms
73406,"0,79",Boonsri,28-Aug-08,Fecal coliforms
73407,"0,013",Boonsri,28-Aug-08,Fecal streptococci 
73408,"22,5",Boonsri,28-Aug-08,Water temperature
73409,"6,59",Boonsri,28-Aug-08,Dissolved oxygen
73410,"76,9",Boonsri,28-Aug-08,Oxygen saturation
73411,"111,4",Boonsri,28-Aug-08,Total hardness
73412,183,Boonsri,28-Aug-08,Bicarbonates
73413,251,Boonsri,28-Aug-08,Total dissolved salts
73414,"0,271",Boonsri,28-Aug-08,Ammonium
73415,"0,022",Boonsri,28-Aug-08,Nitrites
73416,"1,163",Boonsri,28-Aug-08,Nitrates
73417,"0,024",Boonsri,28-Aug-08,Orthophosphate-phosphorus
73418,"0,039",Boonsri,28-Aug-08,Total phosphorus
73419,"6,569",Boonsri,28-Aug-08,Silica (SiO2)
73420,16,Boonsri,28-Aug-08,Sodium
73421,2,Boonsri,28-Aug-08,Potassium
73422,"52,58",Boonsri,28-Aug-08,Calcium
73423,"15,52",Boonsri,28-Aug-08,Magnesium
73424,"17,46",Boonsri,28-Aug-08,Chlorides
73425,"51,28",Boonsri,28-Aug-08,Sulphates
73426,"0,1",Boonsri,28-Aug-08,Sulfides
73427,"0,052",Boonsri,28-Aug-08,Manganese
73428,"1,21",Boonsri,28-Aug-08,Biochemical Oxygen
73429,"8,8",Boonsri,28-Aug-08,Chemical Oxygen Demand (Cr)
73430,"1,28",Boonsri,28-Aug-08,Chemical Oxygen Demand (Mn)
73431,"0,041",Boonsri,28-Aug-08,Anionic active surfactants
73432,"1,96",Boonsri,28-Aug-08,Macrozoobenthos
73433,"7,9",Boonsri,28-Aug-08,Total coliforms
73434,"0,9",Boonsri,28-Aug-08,Fecal coliforms
73435,"0,007",Boonsri,28-Aug-08,Fecal streptococci 
73436,23,Boonsri,28-Aug-08,Water temperature
73437,7,Boonsri,28-Aug-08,Dissolved oxygen
73438,"82,3",Boonsri,28-Aug-08,Oxygen saturation
73439,"109,2",Boonsri,28-Aug-08,Total hardness
73440,"189,1",Boonsri,28-Aug-08,Bicarbonates
73441,251,Boonsri,28-Aug-08,Total dissolved salts
73442,"0,194",Boonsri,28-Aug-08,Ammonium
73443,"0,016",Boonsri,28-Aug-08,Nitrites
73444,"0,978",Boonsri,28-Aug-08,Nitrates
73445,"0,027",Boonsri,28-Aug-08,Orthophosphate-phosphorus
73446,"0,055",Boonsri,28-Aug-08,Total phosphorus
73447,"6,375",Boonsri,28-Aug-08,Silica (SiO2)
73448,17,Boonsri,28-Aug-08,Sodium
73449,3,Boonsri,28-Aug-08,Potassium
73450,"54,27",Boonsri,28-Aug-08,Calcium
73451,"13,58",Boonsri,28-Aug-08,Magnesium
73452,"17,8",Boonsri,28-Aug-08,Chlorides
73453,"46,95",Boonsri,28-Aug-08,Sulphates
73454,"0,1",Boonsri,28-Aug-08,Sulfides
