,value,location,sample date,measure
39096,"8,5",Chai,21-Apr-05,Dissolved oxygen
39097,"74,400,002",Chai,21-Apr-05,Oxygen saturation
39098,313,Chai,21-Apr-05,Total dissolved salts
39099,"0,563",Chai,21-Apr-05,Ammonium
39100,"0,047",Chai,21-Apr-05,Nitrites
39101,"2,64",Chai,21-Apr-05,Nitrates
39102,"0,019",Chai,21-Apr-05,Orthophosphate-phosphorus
39103,"0,033",Chai,21-Apr-05,Total phosphorus
39104,"8,02",Chai,21-Apr-05,Silica (SiO2)
39105,"34,400,002",Chai,21-Apr-05,Chlorides
39106,"3,382",Chai,21-Apr-05,Iron
39107,"0,175",Chai,21-Apr-05,Manganese
39108,"0,023",Chai,21-Apr-05,Manganese
39109,43,Chai,21-Apr-05,Zinc
39110,"283,600,006",Chai,21-Apr-05,Copper
39111,"3,431",Chai,21-Apr-05,Chromium
39112,"19,02",Chai,21-Apr-05,Lead
39113,"1,488",Chai,21-Apr-05,Cadmium
39114,0,Chai,21-Apr-05,Mercury
39115,"3,14",Chai,21-Apr-05,Nickel
39116,"1,62",Chai,21-Apr-05,Biochemical Oxygen
39117,"3,86",Chai,21-Apr-05,Chemical Oxygen Demand (Mn)
39118,0,Chai,21-Apr-05,Heptachloroepoxide
39119,0,Chai,21-Apr-05,Heptachlor
39120,0,Chai,21-Apr-05,Endosulfan (alpha)
39121,0,Chai,21-Apr-05,Endosulfan (beta)
39122,0,Chai,21-Apr-05,"p,p-DDT"
39123,"0,024",Chai,21-Apr-05,"p,p-DDD"
39124,"0,009",Chai,21-Apr-05,"p,p-DDE"
39125,0,Chai,21-Apr-05,alpha-Hexachlorocyclohexane
39126,"0,013",Chai,21-Apr-05,beta-Hexaxchlorocyclohexane
39127,0,Chai,21-Apr-05,gamma-Hexachlorocyclohexane
39128,0,Chai,21-Apr-05,Aldrin
39129,0,Chai,21-Apr-05,Dieldrin
39130,0,Chai,21-Apr-05,Endrin
39131,10,Chai,21-Apr-05,Water temperature
39132,"8,58",Chai,21-Apr-05,Dissolved oxygen
39133,"76,099,998",Chai,21-Apr-05,Oxygen saturation
39134,305,Chai,21-Apr-05,Total dissolved salts
39135,"0,429",Chai,21-Apr-05,Ammonium
39136,"0,061",Chai,21-Apr-05,Nitrites
39137,"2,57",Chai,21-Apr-05,Nitrates
39138,"0,016",Chai,21-Apr-05,Orthophosphate-phosphorus
39139,"0,031",Chai,21-Apr-05,Total phosphorus
39140,"7,74",Chai,21-Apr-05,Silica (SiO2)
39141,"34,400,002",Chai,21-Apr-05,Chlorides
39142,"1,974",Chai,21-Apr-05,Iron
39143,"0,112",Chai,21-Apr-05,Manganese
39144,27,Chai,21-Apr-05,Zinc
39145,"81,139,999",Chai,21-Apr-05,Copper
39146,"3,13",Chai,21-Apr-05,Chromium
39147,"6,048",Chai,21-Apr-05,Lead
39148,"0,484",Chai,21-Apr-05,Cadmium
39149,"0,334",Chai,21-Apr-05,Mercury
39150,"3,13",Chai,21-Apr-05,Nickel
39151,"1,5",Chai,21-Apr-05,Biochemical Oxygen
39152,"3,94",Chai,21-Apr-05,Chemical Oxygen Demand (Mn)
39153,0,Chai,21-Apr-05,Heptachloroepoxide
39154,0,Chai,21-Apr-05,Heptachlor
39155,0,Chai,21-Apr-05,Endosulfan (alpha)
39156,0,Chai,21-Apr-05,Endosulfan (beta)
39157,0,Chai,21-Apr-05,"p,p-DDT"
39158,"0,036",Chai,21-Apr-05,"p,p-DDD"
39159,0,Chai,21-Apr-05,"p,p-DDE"
39160,0,Chai,21-Apr-05,alpha-Hexachlorocyclohexane
39161,"0,025",Chai,21-Apr-05,beta-Hexaxchlorocyclohexane
39162,"0,03",Chai,21-Apr-05,gamma-Hexachlorocyclohexane
39163,0,Chai,21-Apr-05,Aldrin
39164,0,Chai,21-Apr-05,Dieldrin
39165,0,Chai,21-Apr-05,Endrin
39166,13,Boonsri,22-Apr-05,Water temperature
39167,"9,8",Boonsri,22-Apr-05,Dissolved oxygen
39168,"93,300,003",Boonsri,22-Apr-05,Oxygen saturation
39169,"90,160,004",Boonsri,22-Apr-05,Total hardness
39170,"170,800,003",Boonsri,22-Apr-05,Bicarbonates
39171,213,Boonsri,22-Apr-05,Total dissolved salts
39172,"0,116",Boonsri,22-Apr-05,Ammonium
39173,"0,018",Boonsri,22-Apr-05,Nitrites
39174,"1,24",Boonsri,22-Apr-05,Nitrates
39175,"0,035",Boonsri,22-Apr-05,Orthophosphate-phosphorus
39176,"0,05",Boonsri,22-Apr-05,Total phosphorus
39177,"6,16",Boonsri,22-Apr-05,Silica (SiO2)
39178,16,Boonsri,22-Apr-05,Sodium
39179,3,Boonsri,22-Apr-05,Potassium
39180,"46,299,999",Boonsri,22-Apr-05,Calcium
39181,"10,6",Boonsri,22-Apr-05,Magnesium
39182,"19,6",Boonsri,22-Apr-05,Chlorides
39183,"29,799,999",Boonsri,22-Apr-05,Sulphates
39184,"0,71",Boonsri,22-Apr-05,Iron
39185,"0,585",Boonsri,22-Apr-05,Manganese
39186,74,Boonsri,22-Apr-05,Zinc
39187,"7,89",Boonsri,22-Apr-05,Copper
39188,"1,996",Boonsri,22-Apr-05,Chromium
39189,"3,338",Boonsri,22-Apr-05,Lead
39190,"2,509",Boonsri,22-Apr-05,Cadmium
39191,0,Boonsri,22-Apr-05,Mercury
39192,"4,592",Boonsri,22-Apr-05,Nickel
39193,"2,9",Boonsri,22-Apr-05,Biochemical Oxygen
39194,"7,6",Boonsri,22-Apr-05,Chemical Oxygen Demand (Cr)
39195,"5,5",Boonsri,22-Apr-05,Chemical Oxygen Demand (Mn)
39196,"0,025",Boonsri,22-Apr-05,Anionic active surfactants
39197,0,Boonsri,22-Apr-05,Heptachloroepoxide
39198,"0,031",Boonsri,22-Apr-05,Heptachlor
39199,0,Boonsri,22-Apr-05,Endosulfan (alpha)
39200,"0,124",Boonsri,22-Apr-05,Endosulfan (beta)
39201,0,Boonsri,22-Apr-05,"p,p-DDT"
39202,"0,307",Boonsri,22-Apr-05,"p,p-DDD"
39203,0,Boonsri,22-Apr-05,"p,p-DDE"
39204,"0,093",Boonsri,22-Apr-05,alpha-Hexachlorocyclohexane
39205,"0,084",Boonsri,22-Apr-05,beta-Hexaxchlorocyclohexane
39206,"0,88",Boonsri,22-Apr-05,gamma-Hexachlorocyclohexane
39207,0,Boonsri,22-Apr-05,Aldrin
39208,"0,057",Boonsri,22-Apr-05,Dieldrin
39209,"0,055",Boonsri,22-Apr-05,Endrin
39210,"1,82",Boonsri,22-Apr-05,Macrozoobenthos
39211,"0,2",Boonsri,22-Apr-05,Total coliforms
39212,"0,092",Boonsri,22-Apr-05,Fecal coliforms
39213,"0,02",Boonsri,22-Apr-05,Fecal streptococci 
39214,"11,8",Boonsri,22-Apr-05,Water temperature
39215,"10,1",Boonsri,22-Apr-05,Dissolved oxygen
39216,"94,5",Boonsri,22-Apr-05,Oxygen saturation
39217,"119,279,999",Boonsri,22-Apr-05,Total hardness
39218,183,Boonsri,22-Apr-05,Bicarbonates
39219,225,Boonsri,22-Apr-05,Total dissolved salts
39220,"0,163",Boonsri,22-Apr-05,Ammonium
39221,"0,024",Boonsri,22-Apr-05,Nitrites
39222,"1,13",Boonsri,22-Apr-05,Nitrates
39223,"0,068",Boonsri,22-Apr-05,Orthophosphate-phosphorus
39224,"0,08",Boonsri,22-Apr-05,Total phosphorus
39225,"5,82",Boonsri,22-Apr-05,Silica (SiO2)
39226,16,Boonsri,22-Apr-05,Sodium
39227,3,Boonsri,22-Apr-05,Potassium
39228,"49,599,998",Boonsri,22-Apr-05,Calcium
39229,"11,6",Boonsri,22-Apr-05,Magnesium
39230,"20,700,001",Boonsri,22-Apr-05,Chlorides
39231,"31,200,001",Boonsri,22-Apr-05,Sulphates
39232,"0,481",Boonsri,22-Apr-05,Iron
39233,"0,097",Boonsri,22-Apr-05,Manganese
39234,"0,02",Boonsri,22-Apr-05,Manganese
39235,27,Boonsri,22-Apr-05,Zinc
39236,"9,399",Boonsri,22-Apr-05,Copper
39237,"0,679",Boonsri,22-Apr-05,Chromium
39238,"13,24",Boonsri,22-Apr-05,Lead
39239,"1,266",Boonsri,22-Apr-05,Cadmium
39240,0,Boonsri,22-Apr-05,Mercury
39241,"1,464",Boonsri,22-Apr-05,Nickel
39242,"2,5",Boonsri,22-Apr-05,Biochemical Oxygen
39243,"6,6",Boonsri,22-Apr-05,Chemical Oxygen Demand (Cr)
39244,"3,9",Boonsri,22-Apr-05,Chemical Oxygen Demand (Mn)
39245,"0,025",Boonsri,22-Apr-05,Anionic active surfactants
39246,0,Boonsri,22-Apr-05,Atrazine
39247,0,Boonsri,22-Apr-05,Heptachloroepoxide
39248,0,Boonsri,22-Apr-05,Heptachlor
39249,"0,018",Boonsri,22-Apr-05,Endosulfan (alpha)
